base_source,runs,rows,jaccard_mean,jaccard_std,jaccard_ci95,jaccard_n,imp_only_mean,imp_only_std,imp_only_ci95,imp_only_n,base_only_mean,base_only_std,base_only_ci95,base_only_n,base_only_pruned_round_mean_mean,base_only_pruned_round_mean_std,base_only_pruned_round_mean_ci95,base_only_pruned_round_mean_n,dense_accuracy_mean,dense_accuracy_std,dense_accuracy_ci95,dense_accuracy_n,imp_accuracy_mean,imp_accuracy_std,imp_accuracy_ci95,imp_accuracy_n
epoch_10,5,5,0.23593860714138803,0.009400283842756601,0.008239712082637107,5,28149.6,562.0011565824398,492.6157335043207,5,28149.6,562.0011565824398,492.6157335043207,5,2.966853475570679,0.04085441812439637,0.035810476394081095,5,0.884,0.0028416544476765862,0.0024908199453192305,5,0.8986799999999999,0.002791415411578864,0.00244678348858251,5
epoch_30,5,5,0.2323203613630898,0.010724758285962194,0.009400665119308912,5,28367.0,646.3540051705412,566.5542652915076,5,28367.0,646.3540051705412,566.5542652915076,5,2.900251531600952,0.049481573848361375,0.043372511801375864,5,0.884,0.0028416544476765862,0.0024908199453192305,5,0.8986799999999999,0.002791415411578864,0.00244678348858251,5
traj_rms_abs,5,5,0.2412170878426832,0.00933875121200016,0.008185776353716435,5,27836.2,554.1427613891568,485.7275464125953,5,27836.2,554.1427613891568,485.7275464125953,5,2.9744579792022705,0.03880412377367464,0.03401331415757885,5,0.884,0.0028416544476765862,0.0024908199453192305,5,0.8986799999999999,0.002791415411578864,0.00244678348858251,5
