run,dataset,model,posterior_sampler,comparison,posterior_num_clusters,posterior_largest_cluster_fraction,posterior_cluster_entropy_nats,posterior_cluster_entropy_normalized,posterior_effective_cluster_count,left_count,right_count,layer_ks_pvalue,layer_mmd_rbf,layer_sliced_wasserstein,hamming_overlap,hamming_cross_mean,logit_cka_hungarian_mean,hungarian_cost,activation_cka_hungarian_mean,activation_hungarian_cost,passes_layer_ks,passes_hamming_overlap,passes_logit_cka,passes_hungarian_cost,passes_activation_cka,passes_activation_hungarian_cost
runs/cifar10_resnet20_long30_rewind1_mode_ticket_distribution_deep_ensemble_r5_p0p3/20260611_013605,cifar10,resnet20,deep-ensemble,chain_start_magnitude_vs_tickets,1,1.0,0.0,0.0,1.0,5,5,2.5267925270212784e-05,0.9199977852302708,0.07560831043219181,0.0,0.24705569665111335,0.9394812785524358,0.060518721447564205,0.9222857596032565,0.07771424039674346,False,False,True,True,True,True
runs/cifar10_resnet20_long30_rewind1_mode_ticket_distribution_deep_ensemble_r5_p0p3/20260611_013605,cifar10,resnet20,deep-ensemble,posterior_samples_vs_tickets,1,1.0,0.0,0.0,1.0,10,5,5.322403109882352e-07,1.6708514552664318,0.07841605926560147,0.0,0.25581271041285214,0.9311962863893253,0.0688037136106747,0.9106834904949046,0.08931650950509536,False,False,True,True,True,True
runs/cifar10_resnet20_long30_rewind1_mode_ticket_distribution_deep_ensemble_r5_p0p3/20260611_013605,cifar10,resnet20,deep-ensemble,posterior_modes_vs_tickets,1,1.0,0.0,0.0,1.0,1,5,0.03292821811760842,1.740242456846416,0.09031615469933951,nan,0.2549657433110862,0.9288515323648585,0.07114846763514149,0.9055335051152774,0.09446649488472258,False,False,True,True,True,True
