seed,dense_accuracy,imp_accuracy,imp_sparsity,posterior_jaccard_mean,random_jaccard_mean,posterior_minus_random_jaccard,jaccard_cohens_d,mannwhitney_greater_pvalue,dense_magnitude_to_imp_jaccard,initial_magnitude_to_imp_jaccard,posterior_to_dense_magnitude_jaccard_mean,state_num_clusters,function_num_clusters,sgld_sample_accuracy_mean,sgld_sample_to_dense_prediction_agreement_mean,sgld_sample_to_imp_prediction_agreement_mean,dense_imp_linear_barrier,dense_sample_linear_barrier_mean,imp_sample_linear_barrier_mean
0.0,0.937,0.9385,0.25,0.7150131197839349,0.6000936732800849,0.11491944650385,7.574532243657062,0.0013353115109170906,0.8949111990429741,0.7595112468758678,0.7288224493279348,1.0,1.0,0.93312,0.9810400009155273,0.9516600012779236,0.0,0.0,0.0
