label,num_runs,dense_acc,imp_acc,sparsity,posterior,random,posterior_minus_random,chain_start,posterior_minus_chain_start,posterior_to_chain_start,dense_magnitude,dense_minus_posterior,snip,synflow,gate1_passed
r5_p0p3,5,0.8255399999999999,0.8631399999999999,0.8319318114700845,0.1301630650191312,0.09173034912527608,0.03843271589385511,0.13037214635578145,-0.00020908133665026307,0.9096769354058077,0.17026909387089703,0.04010602885176584,0.158208131388907,0.1773496381207309,False
