seed,dense_accuracy,imp_accuracy,imp_sparsity,posterior_jaccard_mean,random_jaccard_mean,posterior_minus_random_jaccard,jaccard_cohens_d,mannwhitney_greater_pvalue,dense_magnitude_to_imp_jaccard,initial_magnitude_to_imp_jaccard,chain_start_magnitude_to_imp_jaccard_mean,posterior_to_chain_start_magnitude_jaccard_mean,state_num_clusters,function_num_clusters,hmc_accept_rate,hmc_sample_accuracy_mean,hmc_sample_to_dense_prediction_agreement_mean,hmc_sample_to_imp_prediction_agreement_mean,hmc_step_size,hmc_leapfrog_steps,hmc_energy_first,hmc_energy_last
0.0,0.1,0.09166666666666666,0.30067567567567566,1.0,0.5432260959251678,0.4567739040748322,36.917851797296706,0.019746877552104688,1.0,0.9620853080568721,1.0,1.0,2.0,2.0,1.0,0.1,1.0,0.9166666865348816,1e-05,2.0,3347.015869140625,3347.044189453125
