seed,dense_accuracy,imp_accuracy,imp_sparsity,posterior_jaccard_mean,random_jaccard_mean,posterior_minus_random_jaccard,jaccard_cohens_d,mannwhitney_greater_pvalue,dense_magnitude_to_imp_jaccard,initial_magnitude_to_imp_jaccard,chain_start_magnitude_to_imp_jaccard_mean,posterior_to_chain_start_magnitude_jaccard_mean,state_num_clusters,function_num_clusters,hmc_accept_rate,hmc_sample_accuracy_mean,hmc_sample_to_dense_prediction_agreement_mean,hmc_sample_to_imp_prediction_agreement_mean,hmc_step_size,hmc_leapfrog_steps,hmc_energy_first,hmc_energy_last
0.0,0.7694444444444445,0.7833333333333333,0.5101351351351351,0.4677252583069874,0.32656404684520424,0.14116121146178318,8.797983503925087,3.610271934521813e-07,0.8892508143322475,0.4180929095354523,0.8892508143322475,0.4607898723330548,3.0,3.0,0.99375,0.9030555555555555,0.786944454908371,0.7922222316265106,0.005,4.0,935.3696899414062,217.1107177734375
