base_source,variant,process_round,alpha,runs,rows,trained_accuracy_mean,trained_accuracy_std,trained_accuracy_ci95,trained_accuracy_n,accuracy_minus_imp_mean,accuracy_minus_imp_std,accuracy_minus_imp_ci95,accuracy_minus_imp_n,accuracy_minus_dense_mean,accuracy_minus_dense_std,accuracy_minus_dense_ci95,accuracy_minus_dense_n,mask_to_imp_jaccard_mean,mask_to_imp_jaccard_std,mask_to_imp_jaccard_ci95,mask_to_imp_jaccard_n,mask_to_base_jaccard_mean,mask_to_base_jaccard_std,mask_to_base_jaccard_ci95,mask_to_base_jaccard_n,swap_count_mean,swap_count_std,swap_count_ci95,swap_count_n,candidate_count_mean,candidate_count_std,candidate_count_ci95,candidate_count_n,added_final_imp_precision_mean,added_final_imp_precision_std,added_final_imp_precision_ci95,added_final_imp_precision_n,added_oracle_overlap_precision_mean,added_oracle_overlap_precision_std,added_oracle_overlap_precision_ci95,added_oracle_overlap_precision_n
epoch_2,base,,0.0,2,2,0.091796875,0.0027621358640099515,0.0038281249999999995,2,0.01171875,0.02209708691207961,0.030624999999999996,2,-0.01171875,0.013810679320049757,0.019140625,2,0.9719594628016213,0.00013464672117927926,0.00018661083483638926,2,1.0,0.0,0.0,2,0.0,0.0,0.0,2,,,,0,,,,0,,,,0
epoch_2,final_oracle_residual,,0.5,2,2,0.0927734375,0.0013810679320049757,0.0019140624999999997,2,0.0126953125,0.020716018980074635,0.0287109375,2,-0.0107421875,0.01242961138804478,0.017226562499999997,2,0.9858770384693347,6.302493752406837e-05,8.734810698596939e-05,2,0.9858844664183912,7.352964382031475e-05,0.00010190688713660911,2,943.5,4.949747468305833,6.859999999999999,2,1887.5,9.192388155425117,12.739999999999998,2,1.0,0.0,0.0,2,1.0,0.0,0.0,2
epoch_2,round_final_imp_residual,1,0.5,2,2,0.087890625,0.008286407592029853,0.011484374999999996,2,0.0078125,0.027621358640099514,0.03828125,2,-0.015625,0.01933495104806966,0.026796874999999998,2,0.9858770384693347,6.302493752406837e-05,8.734810698596939e-05,2,0.9858844664183912,7.352964382031475e-05,0.00010190688713660911,2,943.5,4.949747468305833,6.859999999999999,2,1887.5,9.192388155425117,12.739999999999998,2,1.0,0.0,0.0,2,0.5707255835898357,0.008247646216562854,0.011430654474375966,2
epoch_2,round_final_imp_residual,2,0.5,2,2,0.091796875,0.0027621358640099515,0.0038281249999999995,2,0.01171875,0.02209708691207961,0.030624999999999996,2,-0.01171875,0.013810679320049757,0.019140625,2,0.9858770384693347,6.302493752406837e-05,8.734810698596939e-05,2,0.9858844664183912,7.352964382031475e-05,0.00010190688713660911,2,943.5,4.949747468305833,6.859999999999999,2,1887.5,9.192388155425117,12.739999999999998,2,1.0,0.0,0.0,2,0.5421162012177313,0.0053999324838865685,0.007483924599519191,2
epoch_2,round_survivor_low_residual,1,0.5,2,2,0.0888671875,0.006905339660024878,0.0095703125,2,0.0087890625,0.026240290708094537,0.036367187499999995,2,-0.0146484375,0.017953883116064683,0.024882812499999997,2,0.9719667873794016,0.00014500523841475598,0.00020096700728566616,2,0.9858844664183912,7.352964382031475e-05,0.00010190688713660911,2,943.5,4.949747468305833,6.859999999999999,2,56888.0,0.0,0.0,2,0.0005319148936170213,0.0007522412565814336,0.0010425531914893616,2,0.0,0.0,0.0,2
epoch_2,round_survivor_low_residual,2,0.5,2,2,0.095703125,0.0027621358640099515,0.0038281249999999995,2,0.015625,0.016572815184059706,0.022968749999999993,2,-0.0078125,0.008286407592029853,0.011484374999999996,2,0.9858770384693347,6.302493752406837e-05,8.734810698596939e-05,2,0.9858844664183912,7.352964382031475e-05,0.00010190688713660911,2,943.5,4.949747468305833,6.859999999999999,2,1887.5,9.192388155425117,12.739999999999998,2,1.0,0.0,0.0,2,0.45788379878226876,0.0053999324838865685,0.007483924599519191,2
epoch_2,round_survivor_random_residual,1,0.5,2,2,0.091796875,0.0,0.0,2,0.01171875,0.01933495104806966,0.026796874999999998,2,-0.01171875,0.011048543456039806,0.015312499999999998,2,0.9724282971689154,0.00011398602221970939,0.00015797656697319248,2,0.9858844664183912,7.352964382031475e-05,0.00010190688713660911,2,943.5,4.949747468305833,6.859999999999999,2,56888.0,0.0,0.0,2,0.03391280415196926,0.0013209896617686647,0.001830798265519335,2,0.012718775977892113,6.672467323425496e-05,9.247567907614048e-05,2
epoch_2,round_survivor_random_residual,2,0.5,2,2,0.09375,0.0,0.0,2,0.013671875,0.01933495104806966,0.026796874999999998,2,-0.009765625,0.011048543456039806,0.015312499999999998,2,0.9858770384693347,6.302493752406837e-05,8.734810698596939e-05,2,0.9858844664183912,7.352964382031475e-05,0.00010190688713660911,2,943.5,4.949747468305833,6.859999999999999,2,1887.5,9.192388155425117,12.739999999999998,2,1.0,0.0,0.0,2,0.5034122312341325,0.012348036255077504,0.01711350513379318,2
epoch_2,round_survivor_residual,1,0.5,2,2,0.0986328125,0.006905339660024878,0.0095703125,2,0.0185546875,0.01242961138804478,0.017226562499999997,2,-0.0048828125,0.0041432037960149265,0.005742187499999998,2,0.9795614923037802,0.0002400613764470621,0.0003327080932859205,2,0.9858844664183912,7.352964382031475e-05,0.00010190688713660911,2,943.5,4.949747468305833,6.859999999999999,2,56888.0,0.0,0.0,2,0.5479869239929003,0.010369331957142597,0.014371160888809013,2,0.3269608393807994,0.005029769415706035,0.006970904760834854,2
epoch_2,round_survivor_residual,2,0.5,2,2,0.091796875,0.0027621358640099515,0.0038281249999999995,2,0.01171875,0.02209708691207961,0.030624999999999996,2,-0.01171875,0.013810679320049757,0.019140625,2,0.9858770384693347,6.302493752406837e-05,8.734810698596939e-05,2,0.9858844664183912,7.352964382031475e-05,0.00010190688713660911,2,943.5,4.949747468305833,6.859999999999999,2,1887.5,9.192388155425117,12.739999999999998,2,1.0,0.0,0.0,2,0.5421162012177313,0.0053999324838865685,0.007483924599519191,2
