label,num_runs,dense_acc,imp_acc,sparsity,posterior,random,posterior_minus_random,chain_start,posterior_minus_chain_start,posterior_to_chain_start,dense_magnitude,dense_minus_posterior,snip,synflow,gate1_passed
r2_p0p3,5,0.8645799999999999,0.8709,0.5099986442516269,0.3516401513910063,0.3245697403083652,0.027070411082641077,0.35158574089395256,5.441049705373624e-05,0.931449207321944,0.738549380320587,0.38690922892958074,0.4437038532298755,0.6005586249083532,False
r3_p0p3,5,0.8645799999999999,0.8722,0.6569956616052061,0.2594720374722984,0.20700881775092425,0.05246321972137416,0.2593741615582192,9.787591407922624e-05,0.915989760541487,0.6377989797685334,0.378326942296235,0.32874474580843505,0.5046895120125754,False
r5_p0p3,5,0.8645799999999999,0.87194,0.8319295688720174,0.21144042326275975,0.09169991645926028,0.11974050680349947,0.21219731164909308,-0.0007568883863333375,0.9212239165775923,0.5255189681299179,0.3140785448671582,0.20672919667459796,0.3869455963672449,False
r8_p0p3,5,0.8645799999999999,0.86036,0.9423552738611713,0.1299626073112341,0.02973301080707555,0.10022959650415855,0.1300137072917596,-5.109998052549303e-05,0.9407600352725165,0.38133481265721564,0.25137220534598154,0.14504525440393062,0.33875555544282904,False
