run,seed,sample_accuracy_mean,posterior_jaccard_mean,random_jaccard_mean,chain_start_magnitude_to_imp_jaccard_mean,posterior_to_chain_start_magnitude_jaccard_mean,dense_magnitude_to_imp_jaccard,state_num_clusters,function_num_clusters
mnist_sgld_rescue_temp_10_lr_1e-8,0.0,0.94586875,0.26254267105175777,0.20680493934141095,0.2623986308094086,0.8642376121651418,0.7696561673479202,2.0,2.0
mnist_sgld_rescue_temp_10_lr_3e-8,0.0,0.9460875,0.2622829367152398,0.20680493934141095,0.2623986308094086,0.7814691408234432,0.7696561673479202,2.0,2.0
mnist_sgld_rescue_temp_1_lr_1e-8,0.0,0.9461,0.2622039309250442,0.20680493934141095,0.2623986308094086,0.9542247839978439,0.7696561673479202,2.0,3.0
mnist_sgld_rescue_temp_1_lr_3e-8,0.0,0.9469937500000001,0.26243383744549476,0.20680493934141095,0.2623986308094086,0.922458975831181,0.7696561673479202,2.0,3.0
mnist_sgld_rescue_temp_50_lr_1e-8,0.0,0.9452750000000001,0.261826176122682,0.20680493934141095,0.2623986308094086,0.7336202756986884,0.7696561673479202,2.0,2.0
mnist_sgld_rescue_temp_50_lr_3e-8,0.0,0.94401875,0.2592462876929659,0.20680493934141095,0.2623986308094086,0.6132493754876575,0.7696561673479202,2.0,2.0
