source_kind,source,num_runs,trained_accuracy,trained_accuracy_std,trained_accuracy_ci95_low,trained_accuracy_ci95_high,trained_ece,trained_ece_std,trained_ece_ci95_low,trained_ece_ci95_high,trained_brier,trained_brier_std,trained_brier_ci95_low,trained_brier_ci95_high,accuracy_minus_imp,accuracy_minus_imp_std,accuracy_minus_imp_ci95_low,accuracy_minus_imp_ci95_high,accuracy_minus_dense,accuracy_minus_dense_std,accuracy_minus_dense_ci95_low,accuracy_minus_dense_ci95_high,source_to_imp_jaccard,source_to_imp_jaccard_std,source_to_imp_jaccard_ci95_low,source_to_imp_jaccard_ci95_high,source_to_dense_final_magnitude_jaccard,source_to_dense_final_magnitude_jaccard_std,source_to_dense_final_magnitude_jaccard_ci95_low,source_to_dense_final_magnitude_jaccard_ci95_high,source_to_rewind_magnitude_jaccard,source_to_rewind_magnitude_jaccard_std,source_to_rewind_magnitude_jaccard_ci95_low,source_to_rewind_magnitude_jaccard_ci95_high,mask_sparsity,mask_sparsity_std,mask_sparsity_ci95_low,mask_sparsity_ci95_high,dense_accuracy,dense_accuracy_std,dense_accuracy_ci95_low,dense_accuracy_ci95_high,imp_accuracy,imp_accuracy_std,imp_accuracy_ci95_low,imp_accuracy_ci95_high
hard_concrete,hard_concrete,1.0,0.015625,0.0,0.015625,0.015625,0.12301413714885712,0.0,0.12301413714885712,0.12301413714885712,0.9054576754570007,0.0,0.9054576754570007,0.9054576754570007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3277310924369748,0.0,0.3277310924369748,0.3277310924369748,0.3277310924369748,0.0,0.3277310924369748,0.3277310924369748,0.32690513219284606,0.0,0.32690513219284606,0.32690513219284606,0.5094252873563219,0.0,0.5094252873563219,0.5094252873563219,0.015625,0.0,0.015625,0.015625,0.015625,0.0,0.015625,0.015625
