label,num_runs,dense_acc,imp_acc,sparsity,posterior,random,posterior_minus_random,chain_start,posterior_minus_chain_start,posterior_to_chain_start,dense_magnitude,rewind_magnitude,dense_minus_posterior,snip,synflow,gate1_passed
r5_p0p3,5,0.8858599999999999,0.89804,0.8319318114700845,0.13419037892801328,0.09177261496255054,0.042417763965462735,0.13419040658165732,-2.7653644041336634e-08,0.9968572142104828,0.1471815613184548,0.17830961667255213,0.01299118239044153,0.13629627366314037,0.17086278727948334,False
