label,num_runs,dense_acc,imp_acc,sparsity,posterior,random,posterior_minus_random,chain_start,posterior_minus_chain_start,posterior_to_chain_start,dense_magnitude,dense_minus_posterior,snip,synflow,gate1_passed
r5_p0p3,5,0.9667200000000001,0.9737600000000001,0.8319295688720174,0.2383343804943486,0.09177439971759402,0.14655998077675458,0.2384948392823823,-0.00016045878803369606,0.9581302883252987,0.5924264241128779,0.3540920436185293,0.2553903392561928,0.390049866945494,False
