label,num_runs,dense_acc,imp_acc,sparsity,posterior,random,posterior_minus_random,chain_start,posterior_minus_chain_start,posterior_to_chain_start,dense_magnitude,dense_minus_posterior,snip,synflow,gate1_passed
r5_p0p3,5,0.8645799999999999,0.87194,0.8319295688720174,0.211685019429554,0.09169991645926028,0.11998510297029373,0.21217752154147082,-0.0004925021119168149,0.9480442858345921,0.5255189681299179,0.31383394870036396,0.2053377955710193,0.3869455963672449,False
