label,num_runs,dense_acc,imp_acc,sparsity,posterior,random,posterior_minus_random,chain_start,posterior_minus_chain_start,posterior_to_chain_start,dense_magnitude,dense_minus_posterior,snip,synflow,gate1_passed
r5_p0p3,5,0.8215199999999999,0.86212,0.8319318114700845,0.12905318883864872,0.0917358564757305,0.03731733236291822,0.12906314700835686,-9.958169708140785e-06,0.9963293026095735,0.16894559917863283,0.03989241033998411,0.15689798830614526,0.17564374253849474,False
