source_kind,source,group,num_runs,group_jaccard,group_jaccard_std,group_jaccard_ci95_low,group_jaccard_ci95_high,kept,kept_std,kept_ci95_low,kept_ci95_high,imp_kept,imp_kept_std,imp_kept_ci95_low,imp_kept_ci95_high,total,total_std,total_ci95_low,total_ci95_high
aggregate,traj_mean_abs,stage3,5.0,0.17316564163138243,0.009625793464172385,0.16121364043277447,0.18511764282999038,20055.4,452.734248759689,19493.25618256127,20617.543817438735,27642.6,271.65842523286483,27305.29151357962,27979.908486420376,204800.0,0.0,204800.0,204800.0
aggregate,traj_mean_abs,stem,5.0,0.7242993985670636,0.023532594257336316,0.6950798234933924,0.7535189736407348,403.8,8.34865258589672,393.4337786505813,414.1662213494187,307.0,12.609520212918492,291.3432127169964,322.6567872830036,432.0,0.0,432.0,432.0
aggregate,traj_path_length,head,5.0,0.8106038322821769,0.010143731033506999,0.798008726650409,0.8231989379139448,613.0,5.385164807134504,606.3134347345872,619.6865652654128,524.8,6.260990336999411,517.0259537054461,532.5740462945538,640.0,0.0,640.0,640.0
aggregate,traj_path_length,stage1,5.0,0.32912533946960276,0.01324845440711164,0.31267521060044823,0.3455754683387573,10259.2,558.9456145279253,9565.177353486795,10953.222646513206,4688.4,186.31773935940723,4457.055970810711,4919.744029189288,13824.0,0.0,13824.0,13824.0
aggregate,traj_path_length,stage2,5.0,0.20855508839124764,0.005319432689396104,0.20195014032995626,0.21516003645253903,19255.4,555.3335034013345,18565.862381830197,19944.937618169806,12366.2,179.22806699844753,12143.658961740375,12588.741038259626,51200.0,0.0,51200.0,51200.0
aggregate,traj_path_length,stage3,5.0,0.09472522450576493,0.0043160131926660945,0.08936618630865895,0.10008426270287091,14978.4,840.8033658353182,13934.404731073735,16022.395268926264,27642.6,271.65842523286483,27305.29151357962,27979.908486420376,204800.0,0.0,204800.0,204800.0
aggregate,traj_path_length,stem,5.0,0.700758090127249,0.027526932250155053,0.6665788893712372,0.7349372908832608,423.0,3.082207001484488,419.1729345312451,426.8270654687549,307.0,12.609520212918492,291.3432127169964,322.6567872830036,432.0,0.0,432.0,432.0
aggregate,traj_post_rewind_path_length,head,5.0,0.7602741810407027,0.023332137276248072,0.7313035061836374,0.7892448558977679,556.0,12.786711852544421,540.1232002372902,571.8767997627098,524.8,6.260990336999411,517.0259537054461,532.5740462945538,640.0,0.0,640.0,640.0
aggregate,traj_post_rewind_path_length,stage1,5.0,0.30416666458137565,0.0156912376323077,0.2846834197260791,0.3236499094366722,8700.2,693.5352910991625,7839.062197558402,9561.3378024416,4688.4,186.31773935940723,4457.055970810711,4919.744029189288,13824.0,0.0,13824.0,13824.0
aggregate,traj_post_rewind_path_length,stage2,5.0,0.19937107026391607,0.005294235417033233,0.1927974087485706,0.20594473177926154,18510.2,508.432099694738,17878.898166277897,19141.501833722104,12366.2,179.22806699844753,12143.658961740375,12588.741038259626,51200.0,0.0,51200.0,51200.0
aggregate,traj_post_rewind_path_length,stage3,5.0,0.0995749368332306,0.004057901642533788,0.09453638645544446,0.10461348721101674,17365.6,1010.7397291093291,16110.600866810717,18620.59913318928,27642.6,271.65842523286483,27305.29151357962,27979.908486420376,204800.0,0.0,204800.0,204800.0
aggregate,traj_post_rewind_path_length,stem,5.0,0.6818185138724248,0.027811898277937497,0.6472854810590044,0.7163515466858451,397.0,5.916079783099616,389.65421672282406,404.34578327717594,307.0,12.609520212918492,291.3432127169964,322.6567872830036,432.0,0.0,432.0,432.0
aggregate,traj_rewind_rms_movement,head,5.0,0.7592480304102728,0.02468994617809534,0.7285914131233431,0.7899046476972025,531.0,12.186057606953941,515.8690109894081,546.1309890105919,524.8,6.260990336999411,517.0259537054461,532.5740462945538,640.0,0.0,640.0,640.0
aggregate,traj_rewind_rms_movement,stage1,5.0,0.2828866179460728,0.011999490550578381,0.2679872825326333,0.29778595335951225,6982.2,503.2233102708975,6357.365732579703,7607.034267420297,4688.4,186.31773935940723,4457.055970810711,4919.744029189288,13824.0,0.0,13824.0,13824.0
aggregate,traj_rewind_rms_movement,stage2,5.0,0.18827660205442703,0.0053418467694750765,0.18164382323684874,0.19490938087200532,16157.4,384.61448230663393,15679.838044132073,16634.961955867926,12366.2,179.22806699844753,12143.658961740375,12588.741038259626,51200.0,0.0,51200.0,51200.0
aggregate,traj_rewind_rms_movement,stage3,5.0,0.10813311695013146,0.005984916708163071,0.10070186134135718,0.11556437255890574,21501.6,704.9356708239412,20626.306756488288,22376.89324351171,27642.6,271.65842523286483,27305.29151357962,27979.908486420376,204800.0,0.0,204800.0,204800.0
aggregate,traj_rewind_rms_movement,stem,5.0,0.6381161878841595,0.03842625223213302,0.5904036939016227,0.6858286818666962,356.8,9.549869109050658,344.9422713397335,368.6577286602665,307.0,12.609520212918492,291.3432127169964,322.6567872830036,432.0,0.0,432.0,432.0
aggregate,traj_rms_abs,head,5.0,0.8128274566891349,0.020140245854353436,0.7878200384968116,0.8378348748814582,579.6,9.736529155710468,567.510502279893,591.689497720107,524.8,6.260990336999411,517.0259537054461,532.5740462945538,640.0,0.0,640.0,640.0
