label,num_runs,dense_acc,imp_acc,sparsity,posterior,random,posterior_minus_random,chain_start,posterior_minus_chain_start,posterior_to_chain_start,dense_magnitude,dense_minus_posterior,snip,synflow,gate1_passed
r2_p0p3,3,0.8239333333333333,0.8491333333333332,0.510000147658142,0.3445519398441272,0.3244533175557443,0.020098622288382884,0.34452645723606884,2.548260805834701e-05,0.9967103843923638,0.41215039319628227,0.06759845335215509,0.3975720304707507,0.4520480572617824,False
r5_p0p3,5,0.825,0.86342,0.8319318114700845,0.1297348517000112,0.0917220168919396,0.038012834808071605,0.12970879477984973,2.605692016147132e-05,0.9963345704557358,0.17035203633192136,0.040617184631910164,0.1574725482321631,0.17883156583535137,False
r8_p0p3,3,0.8291666666666667,0.8533666666666666,0.9423542614139744,0.07855919024173898,0.02962134906073274,0.048937841181006234,0.07854049718111718,1.869306062179943e-05,0.9968884882647452,0.106355281441281,0.027796091199542017,0.0863517888847184,0.09119128065105335,False
