seed,dense_accuracy,imp_accuracy,imp_sparsity,posterior_jaccard_mean,random_jaccard_mean,posterior_minus_random_jaccard,jaccard_cohens_d,mannwhitney_greater_pvalue,dense_magnitude_to_imp_jaccard,initial_magnitude_to_imp_jaccard,rewind_magnitude_to_imp_jaccard,snip_to_imp_jaccard,synflow_to_imp_jaccard,posterior_to_dense_magnitude_jaccard_mean,posterior_to_chain_start_magnitude_jaccard_mean,chain_start_magnitude_to_imp_jaccard_mean,state_num_clusters,function_num_clusters,sgld_sample_accuracy_mean,sgld_sample_to_dense_prediction_agreement_mean,sgld_sample_to_imp_prediction_agreement_mean,sgld_chains,sgld_chain_start_accuracy_mean,posterior_mean_abs_jaccard,posterior_rms_jaccard,posterior_snr_jaccard,posterior_high_variance_jaccard,posterior_low_variance_jaccard,posterior_mean_abs_chainwise_jaccard,posterior_rms_chainwise_jaccard,posterior_snr_chainwise_jaccard,posterior_high_variance_chainwise_jaccard,posterior_low_variance_chainwise_jaccard,dense_imp_linear_barrier,dense_sample_linear_barrier_mean,imp_sample_linear_barrier_mean
0.0,0.095703125,0.09375,0.3000007382907094,0.5442923333687332,0.5384625358859061,0.0058297974828270815,9.534274487775287,0.017857142857142856,0.9884651884630912,0.988058668735519,nan,0.7233726399018472,0.8948015288151683,0.5441351440050103,0.949873686315251,0.5444139026327042,1.0,1.0,0.10416666666666667,0.0,0.0,1.0,0.103515625,0.5444139026327042,0.5443824571405302,0.545194160714795,0.5378133882628671,0.539086500415965,0.5444139026327042,0.5443824571405302,0.545194160714795,0.5378133882628671,0.539086500415965,0.0,0.0,0.0
