seed,dense_accuracy,imp_accuracy,imp_sparsity,posterior_jaccard_mean,random_jaccard_mean,posterior_minus_random_jaccard,jaccard_cohens_d,mannwhitney_greater_pvalue,dense_magnitude_to_imp_jaccard,initial_magnitude_to_imp_jaccard,posterior_to_dense_magnitude_jaccard_mean,posterior_to_chain_start_magnitude_jaccard_mean,chain_start_magnitude_to_imp_jaccard_mean,state_num_clusters,function_num_clusters,sgld_sample_accuracy_mean,sgld_sample_to_dense_prediction_agreement_mean,sgld_sample_to_imp_prediction_agreement_mean,sgld_chains,sgld_chain_start_accuracy_mean,dense_imp_linear_barrier,dense_sample_linear_barrier_mean,imp_sample_linear_barrier_mean
0.0,0.9777777777777777,0.9694444444444444,0.68359375,0.34913258884660425,0.18773357752648429,0.16139901132011997,4.685503578273255,9.463115429513726e-24,0.722678458622868,0.49152233363719233,0.3664557346765752,nan,nan,1.0,2.0,0.9315277777777776,0.9479861110448837,0.946597221493721,1.0,nan,0.0,0.0,0.0
1.0,0.9666666666666667,0.9638888888888889,0.68359375,0.35217676481071536,0.187898262665584,0.16427850214513137,4.773390119920091,9.473240196414262e-24,0.7290499841487901,0.49643314432046826,0.37224678524458615,nan,nan,1.0,2.0,0.9279861111111112,0.9440972223877907,0.9435416683554649,1.0,nan,5.6584676106780085e-06,0.0,0.0
2.0,0.9777777777777777,0.975,0.68359375,0.3443903567828017,0.18802717528557034,0.15636318149723138,4.8613052636394585,9.457747325321374e-24,0.7065081351689612,0.4890789952675646,0.36730175363074546,nan,nan,1.0,2.0,0.9443055555555555,0.9541666612029076,0.9462500020861626,1.0,nan,0.0,0.0,0.0
3.0,0.9805555555555555,0.9777777777777777,0.68359375,0.3540931641077644,0.18825579178879503,0.1658373723189694,5.28582187785877,9.460431011740707e-24,0.7259493670886076,0.5033076074972437,0.37611312476489456,nan,nan,1.0,2.0,0.9396527777777777,0.9494444444775582,0.9502083331346511,1.0,nan,0.0,0.0,0.0
4.0,0.9777777777777777,0.9777777777777777,0.68359375,0.35252701104009687,0.18785593953312663,0.16467107150697025,4.993493476101215,9.469313032068539e-24,0.7100752508361204,0.49602267532230043,0.3720271753846852,nan,nan,1.0,2.0,0.9286111111111112,0.9321527749300003,0.9337500020861625,1.0,nan,0.0001347965664333789,0.0,0.0
