base_source,variant,alpha,num_rows,num_seeds,trained_accuracy,trained_accuracy_std,trained_accuracy_ci95_low,trained_accuracy_ci95_high,accuracy_minus_imp,accuracy_minus_imp_std,accuracy_minus_imp_ci95_low,accuracy_minus_imp_ci95_high,accuracy_minus_dense,accuracy_minus_dense_std,accuracy_minus_dense_ci95_low,accuracy_minus_dense_ci95_high,mask_to_imp_jaccard,mask_to_imp_jaccard_std,mask_to_imp_jaccard_ci95_low,mask_to_imp_jaccard_ci95_high,mask_to_base_jaccard,mask_to_base_jaccard_std,mask_to_base_jaccard_ci95_low,mask_to_base_jaccard_ci95_high,mask_to_dense_final_magnitude_jaccard,mask_to_dense_final_magnitude_jaccard_std,mask_to_dense_final_magnitude_jaccard_ci95_low,mask_to_dense_final_magnitude_jaccard_ci95_high,mask_to_rewind_magnitude_jaccard,mask_to_rewind_magnitude_jaccard_std,mask_to_rewind_magnitude_jaccard_ci95_low,mask_to_rewind_magnitude_jaccard_ci95_high,mask_sparsity,mask_sparsity_std,mask_sparsity_ci95_low,mask_sparsity_ci95_high,swap_count,swap_count_std,swap_count_ci95_low,swap_count_ci95_high,base_only_count,base_only_count_std,base_only_count_ci95_low,base_only_count_ci95_high,imp_only_count,imp_only_count_std,imp_only_count_ci95_low,imp_only_count_ci95_high,dense_accuracy,dense_accuracy_std,dense_accuracy_ci95_low,dense_accuracy_ci95_high,imp_accuracy,imp_accuracy_std,imp_accuracy_ci95_low,imp_accuracy_ci95_high
epoch_10,imp_residual,0.0,5.0,5.0,0.8712199999999999,0.0009679876032264234,0.8700180846423661,0.8724219153576337,-0.025939999999999984,0.0019424211695716238,-0.028351834435605922,-0.023528165564394046,-0.01379999999999999,0.0008455767262643935,-0.014849922178721489,-0.01275007782127849,0.23137495622778376,0.006857277249274098,0.22286052194165834,0.23988939051390917,1.0,0.0,1.0,1.0,0.5306690621375989,0.003968059748485764,0.5257420652051826,0.5355960590700152,0.2754613935578237,0.006933248012370729,0.2668526291102451,0.28407015800540225,0.8319310731793751,1.650868213253329e-06,0.8319290233557489,0.8319331230030013,0.0,0.0,0.0,0.0,28421.2,413.83595783836864,27907.354789989928,28935.045210010074,28421.2,413.83595783836864,27907.354789989928,28935.045210010074,0.8850200000000001,0.0014669696656713924,0.883198516579679,0.8868414834203213,0.8971600000000001,0.0010667708282475561,0.8958354290682311,0.898484570931769
epoch_10,imp_residual,0.5,5.0,5.0,0.88552,0.0029132456127144595,0.8819027278047673,0.8891372721952326,-0.011639999999999984,0.0036363443181305,-0.016155117824895447,-0.0071248821751045185,0.0005000000000000115,0.002652357441974955,-0.0027933367460681252,0.0037933367460681487,0.5242647736557161,0.005266940206902336,0.5177250036201135,0.5308045436913187,0.5242647335745646,0.005259759059840382,0.5177338801107347,0.5307955870383945,0.4189883854635056,0.007527480461794259,0.4096417839769134,0.42833498695009775,0.24704527333488507,0.0053651885942474975,0.2403835118138345,0.25370703485593565,0.8319310731793751,1.650868213253329e-06,0.8319290233557489,0.8319331230030013,14210.6,206.77475667982299,13953.85522889332,14467.34477110668,28421.2,413.83595783836864,27907.354789989928,28935.045210010074,28421.2,413.83595783836864,27907.354789989928,28935.045210010074,0.8850200000000001,0.0014669696656713924,0.883198516579679,0.8868414834203213,0.8971600000000001,0.0010667708282475561,0.8958354290682311,0.898484570931769
epoch_10,imp_residual,1.0,5.0,5.0,0.8965799999999999,0.0026128528469854667,0.8933357146872939,0.899824285312706,-0.0005799999999999805,0.0030384206423732826,-0.004352697523034047,0.003192697523034086,0.011560000000000015,0.002439877046082475,0.008530492511835653,0.014589507488164377,1.0,0.0,1.0,1.0,0.23137495622778376,0.006857277249274098,0.22286052194165834,0.23988939051390917,0.22837075965183767,0.011003089374159726,0.21470861970692512,0.24203289959675023,0.1784806752520653,0.002914051037295656,0.17486240299012693,0.18209894751400366,0.8319310731793751,1.650868213253329e-06,0.8319290233557489,0.8319331230030013,28421.2,413.83595783836864,27907.354789989928,28935.045210010074,28421.2,413.83595783836864,27907.354789989928,28935.045210010074,28421.2,413.83595783836864,27907.354789989928,28935.045210010074,0.8850200000000001,0.0014669696656713924,0.883198516579679,0.8868414834203213,0.8971600000000001,0.0010667708282475561,0.8958354290682311,0.898484570931769
epoch_10,random_residual,0.5,5.0,5.0,0.8704000000000001,0.0013397761006974215,0.8687364482501102,0.8720635517498899,-0.026760000000000006,0.0018338484124921282,-0.029037023551954613,-0.0244829764480454,-0.014620000000000011,0.0009093954035511926,-0.015749163532721513,-0.01349083646727851,0.23137495622778376,0.006857277249274098,0.22286052194165834,0.23988939051390917,0.5242647335745646,0.005259759059840382,0.5177338801107347,0.5307955870383945,0.3939003365047115,0.004153329055571631,0.38874329734371454,0.3990573756657085,0.22856121557401637,0.0052455244426845415,0.2220480367218371,0.23507439442619565,0.8319310731793751,1.650868213253329e-06,0.8319290233557489,0.8319331230030013,14210.6,206.77475667982299,13953.85522889332,14467.34477110668,28421.2,413.83595783836864,27907.354789989928,28935.045210010074,28421.2,413.83595783836864,27907.354789989928,28935.045210010074,0.8850200000000001,0.0014669696656713924,0.883198516579679,0.8868414834203213,0.8971600000000001,0.0010667708282475561,0.8958354290682311,0.898484570931769
epoch_10,random_residual,1.0,5.0,5.0,0.8683799999999999,0.0024304320603546867,0.8653622200105773,0.8713977799894226,-0.028780000000000007,0.0031115912327939173,-0.03264355081088669,-0.024916449189113326,-0.01664000000000001,0.0026292584505901674,-0.019904655560070837,-0.01337534443992918,0.23137495622778376,0.006857277249274098,0.22286052194165834,0.23988939051390917,0.23137495622778376,0.006857277249274098,0.22286052194165834,0.23988939051390917,0.19836733247987576,0.007223411981464537,0.18939828187829752,0.207336383081454,0.15108336585380958,0.003249676096338331,0.1470483600391629,0.15511837166845624,0.8319310731793751,1.650868213253329e-06,0.8319290233557489,0.8319331230030013,28421.2,413.83595783836864,27907.354789989928,28935.045210010074,28421.2,413.83595783836864,27907.354789989928,28935.045210010074,28421.2,413.83595783836864,27907.354789989928,28935.045210010074,0.8850200000000001,0.0014669696656713924,0.883198516579679,0.8868414834203213,0.8971600000000001,0.0010667708282475561,0.8958354290682311,0.898484570931769
epoch_30,imp_residual,0.0,5.0,5.0,0.8797,0.0023717082451263005,0.8767551352577837,0.8826448647422164,-0.01746000000000001,0.002589015256810988,-0.020674687035182493,-0.014245312964817528,-0.005320000000000014,0.002693881957324785,-0.008664896241820895,-0.001975103758179133,0.22837075965183767,0.011003089374159726,0.21470861970692512,0.24203289959675023,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.22070891969371723,0.005733049271048227,0.2135903988139283,0.22782744057350615,0.8319310731793751,1.650868213253329e-06,0.8319290233557489,0.8319331230030013,0.0,0.0,0.0,0.0,28605.0,668.3498335452774,27775.13407348135,29434.86592651865,28605.0,668.3498335452774,27775.13407348135,29434.86592651865,0.8850200000000001,0.0014669696656713924,0.883198516579679,0.8868414834203213,0.8971600000000001,0.0010667708282475561,0.8958354290682311,0.898484570931769
epoch_30,imp_residual,0.5,5.0,5.0,0.8881600000000001,0.002161712284278382,0.8854758796821368,0.8908441203178633,-0.008999999999999985,0.0031480152477394445,-0.012908777198914565,-0.005091222801085407,0.0031400000000000095,0.002411016383187822,0.00014632775791623403,0.006133672242083785,0.5219442832229974,0.008470274383845514,0.5114270484656688,0.5324615179803259,0.5219492972901708,0.00846217314260943,0.5114421215524259,0.5324564730279158,0.5219492972901708,0.00846217314260943,0.5114421215524259,0.5324564730279158,0.2157467291824601,0.00400283128438294,0.21077655768575806,0.22071690067916214,0.8319310731793751,1.650868213253329e-06,0.8319290233557489,0.8319331230030013,14302.4,334.0109279649395,13887.670655739303,14717.129344260697,28605.0,668.3498335452774,27775.13407348135,29434.86592651865,28605.0,668.3498335452774,27775.13407348135,29434.86592651865,0.8850200000000001,0.0014669696656713924,0.883198516579679,0.8868414834203213,0.8971600000000001,0.0010667708282475561,0.8958354290682311,0.898484570931769
epoch_30,imp_residual,1.0,5.0,5.0,0.8965799999999999,0.0026128528469854667,0.8933357146872939,0.899824285312706,-0.0005799999999999805,0.0030384206423732826,-0.004352697523034047,0.003192697523034086,0.011560000000000015,0.002439877046082475,0.008530492511835653,0.014589507488164377,1.0,0.0,1.0,1.0,0.22837075965183767,0.011003089374159726,0.21470861970692512,0.24203289959675023,0.22837075965183767,0.011003089374159726,0.21470861970692512,0.24203289959675023,0.1784806752520653,0.002914051037295656,0.17486240299012693,0.18209894751400366,0.8319310731793751,1.650868213253329e-06,0.8319290233557489,0.8319331230030013,28605.0,668.3498335452774,27775.13407348135,29434.86592651865,28605.0,668.3498335452774,27775.13407348135,29434.86592651865,28605.0,668.3498335452774,27775.13407348135,29434.86592651865,0.8850200000000001,0.0014669696656713924,0.883198516579679,0.8868414834203213,0.8971600000000001,0.0010667708282475561,0.8958354290682311,0.898484570931769
epoch_30,random_residual,0.5,5.0,5.0,0.8780000000000001,0.0023643180835073558,0.8750643113554069,0.8809356886445934,-0.01916000000000002,0.0022963013739489718,-0.022011234745058304,-0.016308765254941737,-0.007020000000000026,0.0028101601377857094,-0.010509274672275878,-0.003530725327724175,0.22837075965183767,0.011003089374159726,0.21470861970692512,0.24203289959675023,0.5219492972901708,0.00846217314260943,0.5114421215524259,0.5324564730279158,0.5219492972901708,0.00846217314260943,0.5114421215524259,0.5324564730279158,0.19267403870885236,0.004033224098591131,0.1876661295489439,0.1976819478687608,0.8319310731793751,1.650868213253329e-06,0.8319290233557489,0.8319331230030013,14302.4,334.0109279649395,13887.670655739303,14717.129344260697,28605.0,668.3498335452774,27775.13407348135,29434.86592651865,28605.0,668.3498335452774,27775.13407348135,29434.86592651865,0.8850200000000001,0.0014669696656713924,0.883198516579679,0.8868414834203213,0.8971600000000001,0.0010667708282475561,0.8958354290682311,0.898484570931769
epoch_30,random_residual,1.0,5.0,5.0,0.8655200000000001,0.006085803151597971,0.8579634773265058,0.8730765226734943,-0.03164,0.00653934247459174,-0.0397596661226253,-0.02352033387737471,-0.019500000000000007,0.006471862174057769,-0.027535878262864296,-0.011464121737135718,0.22837075965183767,0.011003089374159726,0.21470861970692512,0.24203289959675023,0.22837075965183767,0.011003089374159726,0.21470861970692512,0.24203289959675023,0.22837075965183767,0.011003089374159726,0.21470861970692512,0.24203289959675023,0.14255939739823514,0.003879244890997642,0.13774267867686749,0.1473761161196028,0.8319310731793751,1.650868213253329e-06,0.8319290233557489,0.8319331230030013,28605.0,668.3498335452774,27775.13407348135,29434.86592651865,28605.0,668.3498335452774,27775.13407348135,29434.86592651865,28605.0,668.3498335452774,27775.13407348135,29434.86592651865,0.8850200000000001,0.0014669696656713924,0.883198516579679,0.8868414834203213,0.8971600000000001,0.0010667708282475561,0.8958354290682311,0.898484570931769
