base_source,unit,runs,rows,imp_only_share_mean,imp_only_share_std,imp_only_share_ci95,imp_only_share_n,base_only_share_mean,base_only_share_std,base_only_share_ci95,base_only_share_n,imp_only_enrichment_mean,imp_only_enrichment_std,imp_only_enrichment_ci95,imp_only_enrichment_n,base_only_enrichment_mean,base_only_enrichment_std,base_only_enrichment_ci95,base_only_enrichment_n,imp_only_density_mean,imp_only_density_std,imp_only_density_ci95,imp_only_density_n,base_only_density_mean,base_only_density_std,base_only_density_ci95,base_only_density_n,base_only_pruned_round_mean_mean,base_only_pruned_round_mean_std,base_only_pruned_round_mean_ci95,base_only_pruned_round_mean_n
epoch_2,layer3.2.conv1.weight,1,1,0.1119205298013245,0.0,0.0,1,0.11589403973509933,0.0,0.0,1,0.8224507335356879,0.0,0.0,1,0.8516501678623988,0.0,0.0,1,0.004584418402777778,0.0,0.0,1,0.004747178819444444,0.0,0.0,1,1.0,0.0,0.0,1
epoch_2,layer3.2.conv2.weight,1,1,0.10331125827814569,0.0,0.0,1,0.12450331125827814,0.0,0.0,1,0.7591852924944812,0.0,0.0,1,0.9149156089036055,0.0,0.0,1,0.004231770833333333,0.0,0.0,1,0.005099826388888889,0.0,0.0,1,1.0,0.0,0.0,1
traj_rms_abs,conv1.weight,1,1,0.002171552660152009,0.0,0.0,1,0.0016286644951140066,0.0,0.0,1,1.3617243736679132,0.0,0.0,1,1.021293280250935,0.0,0.0,1,0.009259259259259259,0.0,0.0,1,0.006944444444444444,0.0,0.0,1,1.0,0.0,0.0,1
traj_rms_abs,fc.weight,1,1,0.008686210640608035,0.0,0.0,1,0.0054288816503800215,0.0,0.0,1,3.676655808903366,0.0,0.0,1,2.2979098805646037,0.0,0.0,1,0.025,0.0,0.0,1,0.015625,0.0,0.0,1,1.0,0.0,0.0,1
traj_rms_abs,layer1.0.conv1.weight,1,1,0.019001085776330078,0.0,0.0,1,0.019001085776330078,0.0,0.0,1,2.2340790505489205,0.0,0.0,1,2.2340790505489205,0.0,0.0,1,0.015190972222222222,0.0,0.0,1,0.015190972222222222,0.0,0.0,1,1.0,0.0,0.0,1
traj_rms_abs,layer1.0.conv2.weight,1,1,0.02062975027144408,0.0,0.0,1,0.023344191096634093,0.0,0.0,1,2.4255715405959704,0.0,0.0,1,2.7447256906743878,0.0,0.0,1,0.016493055555555556,0.0,0.0,1,0.018663194444444444,0.0,0.0,1,1.0,0.0,0.0,1
traj_rms_abs,layer1.1.conv1.weight,1,1,0.011943539630836048,0.0,0.0,1,0.016829533116178068,0.0,0.0,1,1.4042782603450354,0.0,0.0,1,1.9787557304861865,0.0,0.0,1,0.009548611111111112,0.0,0.0,1,0.013454861111111112,0.0,0.0,1,1.0,0.0,0.0,1
traj_rms_abs,layer1.1.conv2.weight,1,1,0.013029315960912053,0.0,0.0,1,0.017915309446254073,0.0,0.0,1,1.5319399203764024,0.0,0.0,1,2.1064173905175534,0.0,0.0,1,0.010416666666666666,0.0,0.0,1,0.014322916666666666,0.0,0.0,1,1.0,0.0,0.0,1
traj_rms_abs,layer1.2.conv1.weight,1,1,0.016286644951140065,0.0,0.0,1,0.01248642779587405,0.0,0.0,1,1.9149249004705031,0.0,0.0,1,1.468109090360719,0.0,0.0,1,0.013020833333333334,0.0,0.0,1,0.009982638888888888,0.0,0.0,1,1.0,0.0,0.0,1
traj_rms_abs,layer1.2.conv2.weight,1,1,0.010857763300760043,0.0,0.0,1,0.013572204125950055,0.0,0.0,1,1.2766166003136685,0.0,0.0,1,1.595770750392086,0.0,0.0,1,0.008680555555555556,0.0,0.0,1,0.010850694444444444,0.0,0.0,1,1.0,0.0,0.0,1
