source_kind,source,num_runs,trained_accuracy,trained_accuracy_std,trained_accuracy_ci95_low,trained_accuracy_ci95_high,trained_ece,trained_ece_std,trained_ece_ci95_low,trained_ece_ci95_high,trained_brier,trained_brier_std,trained_brier_ci95_low,trained_brier_ci95_high,accuracy_minus_imp,accuracy_minus_imp_std,accuracy_minus_imp_ci95_low,accuracy_minus_imp_ci95_high,accuracy_minus_dense,accuracy_minus_dense_std,accuracy_minus_dense_ci95_low,accuracy_minus_dense_ci95_high,source_to_imp_jaccard,source_to_imp_jaccard_std,source_to_imp_jaccard_ci95_low,source_to_imp_jaccard_ci95_high,source_to_dense_final_magnitude_jaccard,source_to_dense_final_magnitude_jaccard_std,source_to_dense_final_magnitude_jaccard_ci95_low,source_to_dense_final_magnitude_jaccard_ci95_high,source_to_rewind_magnitude_jaccard,source_to_rewind_magnitude_jaccard_std,source_to_rewind_magnitude_jaccard_ci95_low,source_to_rewind_magnitude_jaccard_ci95_high,mask_sparsity,mask_sparsity_std,mask_sparsity_ci95_low,mask_sparsity_ci95_high,dense_accuracy,dense_accuracy_std,dense_accuracy_ci95_low,dense_accuracy_ci95_high,imp_accuracy,imp_accuracy_std,imp_accuracy_ci95_low,imp_accuracy_ci95_high
variational_prune,variational_prune,5.0,0.83058,0.004406472512112184,0.8251086417226358,0.8360513582773642,0.028431132274866107,0.002270207268274472,0.025612297641389177,0.031249966908343037,0.24328684210777282,0.005598810012695866,0.2363350012822256,0.2502386829333201,-0.06694000000000003,0.006905649860802412,-0.07551449681635923,-0.058365503183640824,-0.053339999999999985,0.006099836063370902,-0.06091394683483262,-0.045766053165167346,0.09068680819459148,0.002515505600851598,0.08756339545273412,0.09381022093644883,0.08503836723858538,0.0044767678543891545,0.07947972576547445,0.0905970087116963,0.10145534520867601,0.006324120252013673,0.0936029127714393,0.10930777764591272,0.8319318114700845,1.2412670766236366e-16,0.8319318114700844,0.8319318114700847,0.88392,0.0019292485583770687,0.8815245215214768,0.8863154784785233,0.8975200000000001,0.0029422780290108597,0.8938666792986714,0.9011733207013288
