seed,dense_accuracy,imp_accuracy,imp_sparsity,posterior_jaccard_mean,random_jaccard_mean,posterior_minus_random_jaccard,jaccard_cohens_d,mannwhitney_greater_pvalue,dense_magnitude_to_imp_jaccard,initial_magnitude_to_imp_jaccard,chain_start_magnitude_to_imp_jaccard_mean,posterior_to_chain_start_magnitude_jaccard_mean,state_num_clusters,function_num_clusters,hmc_accept_rate,hmc_sample_accuracy_mean,hmc_sample_to_dense_prediction_agreement_mean,hmc_sample_to_imp_prediction_agreement_mean,hmc_step_size,hmc_leapfrog_steps,hmc_energy_first,hmc_energy_last
0.0,0.7694444444444445,0.7833333333333333,0.5101351351351351,0.8566403245002459,0.32656404684520424,0.5300762776550416,36.38169948782376,3.588539501801302e-07,0.8892508143322475,0.4180929095354523,0.8892508143322475,0.9054910359393235,3.0,3.0,1.0,0.7769444444444445,0.9747222244739533,0.9197222232818604,0.0005,4.0,962.2766723632812,944.4345703125
