base_source,variant,alpha,targets,rows,trained_accuracy_mean,trained_accuracy_std,trained_accuracy_ci95,trained_accuracy_n,accuracy_minus_imp_mean,accuracy_minus_imp_std,accuracy_minus_imp_ci95,accuracy_minus_imp_n,accuracy_minus_dense_mean,accuracy_minus_dense_std,accuracy_minus_dense_ci95,accuracy_minus_dense_n,mask_to_imp_jaccard_mean,mask_to_imp_jaccard_std,mask_to_imp_jaccard_ci95,mask_to_imp_jaccard_n,mask_to_base_jaccard_mean,mask_to_base_jaccard_std,mask_to_base_jaccard_ci95,mask_to_base_jaccard_n,swap_count_mean,swap_count_std,swap_count_ci95,swap_count_n,candidate_count_mean,candidate_count_std,candidate_count_ci95,candidate_count_n,source_vote_positive_count_mean,source_vote_positive_count_std,source_vote_positive_count_ci95,source_vote_positive_count_n,source_vote_max_mean,source_vote_max_std,source_vote_max_ci95,source_vote_max_n,selected_source_vote_mean_mean,selected_source_vote_mean_std,selected_source_vote_mean_ci95,selected_source_vote_mean_n,selected_source_vote_positive_fraction_mean,selected_source_vote_positive_fraction_std,selected_source_vote_positive_fraction_ci95,selected_source_vote_positive_fraction_n,alignment_mean_corr_mean,alignment_mean_corr_std,alignment_mean_corr_ci95,alignment_mean_corr_n,alignment_min_corr_mean,alignment_min_corr_std,alignment_min_corr_ci95,alignment_min_corr_n,added_imp_only_hits_mean,added_imp_only_hits_std,added_imp_only_hits_ci95,added_imp_only_hits_n,added_imp_only_precision_mean,added_imp_only_precision_std,added_imp_only_precision_ci95,added_imp_only_precision_n
epoch_10,aligned_source_vote_random_residual,0.5,5,5,0.874,0.0014404860290887793,0.00126264167521905,5,-0.022320000000000007,0.002042547429069901,0.0017903717602777496,5,-0.01175999999999997,0.0020586403279834694,0.001804477808120652,5,0.27115624949656647,0.007646155149298487,0.006702150490693856,5,0.5274419336092807,0.006364435368253232,0.005578673567752708,5,14086.6,249.5672254123125,218.75531814335395,5,225366.8,0.4472135954999579,0.39199999999999996,5,40631.4,248.47092385226887,217.79436745701204,5,4.0,0.0,0.0,5,1.0951303958892822,0.0022839230049046207,0.0020019467809821883,5,1.0,0.0,0.0,5,0.5928204536437989,0.003955967194997079,0.003467558133390872,5,-0.27387995421886446,0.12170477785937764,0.10667894134019125,5,2065.8,87.05572927728537,76.30771116997286,5,0.14661802930348855,0.004460548973102175,0.00390984356256275,5
epoch_10,aligned_source_vote_residual,0.5,5,5,0.87104,0.003260061349116002,0.002857569764677677,5,-0.025280000000000035,0.004717732506194053,0.0041352748687360575,5,-0.01472,0.004012106678541813,0.0035167665603505526,5,0.27167041027322825,0.007945415920553341,0.006964464122283604,5,0.5274419336092807,0.006364435368253232,0.005578673567752708,5,14086.6,249.5672254123125,218.75531814335395,5,225366.8,0.4472135954999579,0.39199999999999996,5,40631.4,248.47092385226887,217.79436745701204,5,4.0,0.0,0.0,5,1.2749120712280273,0.009388040286467317,0.008228980132370627,5,1.0,0.0,0.0,5,0.5928204536437989,0.003955967194997079,0.003467558133390872,5,-0.27387995421886446,0.12170477785937764,0.10667894134019125,5,2094.6,49.01836390578535,42.966490384949985,5,0.1486829624381658,0.000897827884837165,0.0007869808395755754,5
epoch_10,base,0.0,5,5,0.87202,0.0031570555902612598,0.0027672812361594005,5,-0.024300000000000054,0.0038542184681203315,0.0033783714419820493,5,-0.01374000000000002,0.0029305289624912273,0.0025687218923036276,5,0.23553598953914853,0.00830810210253283,0.007282372577586755,5,1.0,0.0,0.0,5,0.0,0.0,0.0,5,225366.8,0.4472135954999579,0.39199999999999996,5,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0.0,0.0,0.0,5,,,,0
epoch_10,source_vote_random_residual,0.5,5,5,0.87324,0.0021125813593800154,0.0018517592068084696,5,-0.023080000000000035,0.003425200724045218,0.0030023208089742692,5,-0.012519999999999998,0.0030044966300529744,0.002633557411563255,5,0.2707250327351203,0.007443666169969055,0.006524661074683594,5,0.5274419336092807,0.006364435368253232,0.005578673567752708,5,14086.6,249.5672254123125,218.75531814335395,5,225366.8,0.4472135954999579,0.39199999999999996,5,40762.8,132.05377692440302,115.75023898031485,5,4.0,0.0,0.0,5,1.0963571786880493,0.0014339375660046227,0.0012569016942461557,5,1.0,0.0,0.0,5,,,,0,,,,0,2041.6,86.30643081485876,75.65092210938344,5,0.1448903950875998,0.003923279694904576,0.0034389062762800963,5
epoch_10,source_vote_residual,0.5,5,5,0.8724999999999999,0.0018398369492974216,0.0016126881905687883,5,-0.023820000000000043,0.0029201027379186684,0.0025595829035216025,5,-0.013260000000000004,0.0029787581304966627,0.0026109966219817248,5,0.27179009441846874,0.007471864052267118,0.006549377608286475,5,0.5274419336092807,0.006364435368253232,0.005578673567752708,5,14086.6,249.5672254123125,218.75531814335395,5,225366.8,0.4472135954999579,0.39199999999999996,5,40762.8,132.05377692440302,115.75023898031485,5,4.0,0.0,0.0,5,1.27272207736969,0.007825721905212206,0.006859547692000954,5,1.0,0.0,0.0,5,,,,0,,,,0,2101.6,97.94028793096332,85.8484474874182,5,0.14914939526546905,0.005039239956680245,0.004417088574443487,5
epoch_10,target_oracle_residual,0.5,5,5,0.889,0.0037436613094669596,0.003281463819699967,5,-0.007320000000000037,0.003960050504728425,0.0034711373121788036,5,0.0032399999999999985,0.003053358806298373,0.0026763869974276637,5,0.5274470669757199,0.006365782392548493,0.005579854286606195,5,0.5274419336092807,0.006364435368253232,0.005578673567752708,5,14086.6,249.5672254123125,218.75531814335395,5,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,14086.6,249.5672254123125,218.75531814335395,5,1.0,0.0,0.0,5
epoch_10,target_random_residual,0.5,5,5,0.87192,0.002868274742767846,0.0025141536627660537,5,-0.024400000000000043,0.0036193922141707687,0.003172537155022772,5,-0.013840000000000009,0.003076198953253833,0.002696407268941393,5,0.2661552691948137,0.007716357296670019,0.006763685385980024,5,0.5274419336092807,0.006364435368253232,0.005578673567752708,5,14086.6,249.5672254123125,218.75531814335395,5,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1782.8,62.31131518432266,54.61827591566763,5,0.1265333633573554,0.002446370930927494,0.002144338666295461,5
epoch_30,aligned_source_vote_random_residual,0.5,5,5,0.88088,0.0025917175772062996,0.0022717406189968234,5,-0.01544000000000001,0.003877241287307278,0.003398551832766443,5,-0.004879999999999973,0.003389985250705368,0.0029714530856131565,5,0.26978490139612094,0.010191622494992409,0.008933350994329063,5,0.525557295634961,0.008193772072866859,0.007182157888051305,5,14160.8,322.2378003897122,282.4538856238307,5,225366.8,0.4472135954999579,0.39199999999999996,5,40672.8,246.7583838494652,216.29325995971303,5,4.0,0.0,0.0,5,1.0950604915618896,0.0032751439840992256,0.0028707902771417802,5,1.0,0.0,0.0,5,0.5928204536437989,0.003955967194997079,0.003467558133390872,5,-0.27387995421886446,0.12170477785937764,0.10667894134019125,5,2135.6,67.60769187008236,59.2607547707587,5,0.15079014323011522,0.0017804398988001701,0.0015606243802794503,5
epoch_30,aligned_source_vote_residual,0.5,5,5,0.87968,0.003827139924277654,0.003354636051794587,5,-0.01664000000000001,0.0051519899068224115,0.004515918263210706,5,-0.006079999999999974,0.0044824100660247205,0.0039290056553789535,5,0.26981106785232045,0.009742484565305113,0.008539664241043769,5,0.525557295634961,0.008193772072866859,0.007182157888051305,5,14160.8,322.2378003897122,282.4538856238307,5,225366.8,0.4472135954999579,0.39199999999999996,5,40672.8,246.7583838494652,216.29325995971303,5,4.0,0.0,0.0,5,1.2744018316268921,0.01287515040251665,0.011285566916059914,5,1.0,0.0,0.0,5,0.5928204536437989,0.003955967194997079,0.003467558133390872,5,-0.27387995421886446,0.12170477785937764,0.10667894134019125,5,2137.4,101.24376524013714,88.74407301899096,5,0.1508830926797707,0.004268447609835554,0.0037414592934836093,5
epoch_30,base,0.0,5,5,0.88128,0.0014720733677368236,0.0012903291983056204,5,-0.015040000000000053,0.002864087987475265,0.0025104838099458213,5,-0.004480000000000017,0.0028119388329051627,0.0024647730605473674,5,0.23307615483714525,0.010675059577584935,0.00935710228070132,5,1.0,0.0,0.0,5,0.0,0.0,0.0,5,225366.8,0.4472135954999579,0.39199999999999996,5,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0.0,0.0,0.0,5,,,,0
epoch_30,source_vote_random_residual,0.5,5,5,0.8774,0.0008215838362577499,0.0007201499843782549,5,-0.018920000000000027,0.0023689660191737604,0.0020764902696617624,5,-0.008359999999999989,0.002191574776273893,0.0019209999895887485,5,0.26890054850621176,0.009653615925184666,0.008461767443455875,5,0.525557295634961,0.008193772072866859,0.007182157888051305,5,14160.8,322.2378003897122,282.4538856238307,5,225366.8,0.4472135954999579,0.39199999999999996,5,40809.2,89.7925386655261,78.70663036873069,5,4.0,0.0,0.0,5,1.0950929880142213,0.0023415270246443056,0.002052438930516937,5,1.0,0.0,0.0,5,,,,0,,,,0,2086.0,96.91491113342673,84.94966509645579,5,0.14724819275898499,0.0035260955366671295,0.003090759011537351,5
