base_source,variant,process_round,alpha,runs,rows,trained_accuracy_mean,trained_accuracy_std,trained_accuracy_ci95,trained_accuracy_n,accuracy_minus_imp_mean,accuracy_minus_imp_std,accuracy_minus_imp_ci95,accuracy_minus_imp_n,accuracy_minus_dense_mean,accuracy_minus_dense_std,accuracy_minus_dense_ci95,accuracy_minus_dense_n,mask_to_imp_jaccard_mean,mask_to_imp_jaccard_std,mask_to_imp_jaccard_ci95,mask_to_imp_jaccard_n,mask_to_base_jaccard_mean,mask_to_base_jaccard_std,mask_to_base_jaccard_ci95,mask_to_base_jaccard_n,swap_count_mean,swap_count_std,swap_count_ci95,swap_count_n,candidate_count_mean,candidate_count_std,candidate_count_ci95,candidate_count_n,added_final_imp_precision_mean,added_final_imp_precision_std,added_final_imp_precision_ci95,added_final_imp_precision_n,added_oracle_overlap_precision_mean,added_oracle_overlap_precision_std,added_oracle_overlap_precision_ci95,added_oracle_overlap_precision_n
epoch_10,base,,0.0,5,5,0.87242,0.001505656003209248,0.0013197656761713558,5,-0.02345999999999999,0.0029938269823087953,0.0026242050529636865,5,-0.012440000000000007,0.0031261797773001086,0.002740217392835853,5,0.23584080845059172,0.008768152796128064,0.007685624790184905,5,1.0,0.0,0.0,5,0.0,0.0,0.0,5,,,,0,,,,0,,,,0
epoch_10,final_oracle_residual,,0.5,5,5,0.8883599999999999,0.003661010789385908,0.003209017444639406,5,-0.007520000000000038,0.0022598672527384812,0.001980860984521585,5,0.0034999999999999476,0.0008717797887081469,0.0007641486766330334,5,0.5276682713994526,0.0067225586815110655,0.005892582492279319,5,0.5276835848072068,0.006713523504140712,0.005884662810130079,5,14077.2,263.1438769950766,230.65577795494306,5,28155.0,526.6455164529552,461.6251485350424,5,1.0,0.0,0.0,5,1.0,0.0,0.0,5
epoch_10,round_final_imp_residual,1,0.5,5,5,0.8823799999999999,0.003556262082580555,0.003117201154882396,5,-0.013500000000000022,0.003957271787481925,0.0034687016591226608,5,-0.0024800000000000377,0.0058255471845999225,0.005106317248271993,5,0.5276682713994526,0.0067225586815110655,0.005892582492279319,5,0.5276835848072068,0.006713523504140712,0.005884662810130079,5,14077.2,263.1438769950766,230.65577795494306,5,28155.0,526.6455164529552,461.6251485350424,5,1.0,0.0,0.0,5,0.5584179448497089,0.0034505066767715987,0.00302450245454265,5
epoch_10,round_final_imp_residual,3,0.5,5,5,0.88442,0.0018593009439033827,0.0016297491340694146,5,-0.011460000000000048,0.0016964669168598675,0.0014870188162898338,5,-0.0004400000000000626,0.0030146309890266647,0.0026424405688680896,5,0.5276682713994526,0.0067225586815110655,0.005892582492279319,5,0.5276835848072068,0.006713523504140712,0.005884662810130079,5,14077.2,263.1438769950766,230.65577795494306,5,28155.0,526.6455164529552,461.6251485350424,5,1.0,0.0,0.0,5,0.6008811162680913,0.005641733898380828,0.004945197799035813,5
epoch_10,round_final_imp_residual,5,0.5,5,5,0.88606,0.003241604540964235,0.0028413916590290683,5,-0.009820000000000006,0.002125323504786994,0.0018629281897056726,5,0.0011999999999999789,0.003090307428072486,0.002708773892372707,5,0.5276682713994526,0.0067225586815110655,0.005892582492279319,5,0.5276835848072068,0.006713523504140712,0.005884662810130079,5,14077.2,263.1438769950766,230.65577795494306,5,28155.0,526.6455164529552,461.6251485350424,5,1.0,0.0,0.0,5,0.6768687883429682,0.006183784642241009,0.005420326224761884,5
epoch_10,round_survivor_residual,1,0.5,5,5,0.87716,0.0017854971296532359,0.0015650572385698732,5,-0.018720000000000004,0.0026565014586858444,0.0023285261948279676,5,-0.007700000000000018,0.004179114738793364,0.00366315557955159,5,0.3490873396099974,0.009678356969177123,0.008483453924686841,5,0.5276835848072068,0.006713523504140712,0.005884662810130079,5,14077.2,263.1438769950766,230.65577795494306,5,149129.2,290.37251936090644,254.52273529883334,5,0.4394519941100071,0.00701668851230866,0.0061503986562619,5,0.2715710044458491,0.0034115882481301984,0.002990388947750949,5
epoch_10,round_survivor_residual,3,0.5,5,5,0.88256,0.0012778888840583723,0.0011201189936787801,5,-0.013319999999999999,0.002006738647656922,0.0017589839794608557,5,-0.002300000000000013,0.0027613402542968055,0.0024204214509047713,5,0.44367002498662417,0.006502841757764547,0.005699992117176013,5,0.5276835848072068,0.006713523504140712,0.005884662810130079,5,14077.2,263.1438769950766,230.65577795494306,5,64957.6,681.5480907463538,597.4032414508646,5,0.7535753462184094,0.006329561016581668,0.005548104850717239,5,0.47727284974197215,0.006909582733011613,0.006056516301371716,5
epoch_10,round_survivor_residual,5,0.5,5,5,0.88606,0.003241604540964235,0.0028413916590290683,5,-0.009820000000000006,0.002125323504786994,0.0018629281897056726,5,0.0011999999999999789,0.003090307428072486,0.002708773892372707,5,0.5276682713994526,0.0067225586815110655,0.005892582492279319,5,0.5276835848072068,0.006713523504140712,0.005884662810130079,5,14077.2,263.1438769950766,230.65577795494306,5,28155.0,526.6455164529552,461.6251485350424,5,1.0,0.0,0.0,5,0.6768687883429682,0.006183784642241009,0.005420326224761884,5
epoch_30,base,,0.0,5,5,0.87926,0.0024764894508154315,0.0021707387129730952,5,-0.016620000000000013,0.002323144420822772,0.0020363258678315656,5,-0.005600000000000027,0.0029639500670557567,0.0025980167820858786,5,0.23350266612343318,0.011221244053347446,0.009835854082196864,5,1.0,0.0,0.0,5,0.0,0.0,0.0,5,,,,0,,,,0,,,,0
epoch_30,final_oracle_residual,,0.5,5,5,0.88976,0.0030245660845814124,0.002651149064085251,5,-0.006120000000000014,0.001406058320269829,0.0012324644579053833,5,0.004899999999999971,0.0028556960622587264,0.0025031279631692817,5,0.5258763006895194,0.008610033212733823,0.007547026864463864,5,0.5258814232139116,0.008610989932191723,0.007547865466043222,5,14148.2,338.35957205316356,296.5852415478558,5,28296.6,676.6807223499129,593.136804941322,5,1.0,0.0,0.0,5,1.0,0.0,0.0,5
