label,num_runs,dense_acc,imp_acc,sparsity,posterior,random,posterior_minus_random,chain_start,posterior_minus_chain_start,posterior_to_chain_start,dense_magnitude,rewind_magnitude,dense_minus_posterior,snip,synflow,gate1_passed
r5_p0p3,5,0.88598,0.899,0.8319318114700845,0.13683580702963288,0.09178909984697142,0.04504670718266146,0.13684068315418016,-4.8761245472761505e-06,0.9969154385516938,0.14598913943280376,0.17998674137363785,0.009153332403170872,0.1388185159842478,0.17360138426616928,False
