seed,dense_accuracy,imp_accuracy,imp_sparsity,posterior_jaccard_mean,random_jaccard_mean,posterior_minus_random_jaccard,jaccard_cohens_d,mannwhitney_greater_pvalue,dense_magnitude_to_imp_jaccard,initial_magnitude_to_imp_jaccard,posterior_to_dense_magnitude_jaccard_mean,posterior_to_chain_start_magnitude_jaccard_mean,chain_start_magnitude_to_imp_jaccard_mean,state_num_clusters,function_num_clusters,sgld_sample_accuracy_mean,sgld_sample_to_dense_prediction_agreement_mean,sgld_sample_to_imp_prediction_agreement_mean,sgld_chains,sgld_chain_start_accuracy_mean,dense_imp_linear_barrier,dense_sample_linear_barrier_mean,imp_sample_linear_barrier_mean
0.0,0.8111111111111111,0.8361111111111111,0.4375,0.401110630677909,0.39267046779724374,0.008440162880665236,3.2598641674232587,5.991322188023918e-06,0.9239367683047821,0.7854161551681808,0.40124522644365646,0.9808422804530375,0.40132677454072185,2.0,2.0,0.8030555555555556,0.8458333253860474,0.8588888883590698,2.0,0.8013888888888889,0.0,0.8690055847167969,0.7953209135267469
