source_kind,source,parameter,group,num_runs,layer_jaccard,layer_jaccard_std,layer_jaccard_ci95_low,layer_jaccard_ci95_high,kept,kept_std,kept_ci95_low,kept_ci95_high,imp_kept,imp_kept_std,imp_kept_ci95_low,imp_kept_ci95_high,total,total_std,total_ci95_low,total_ci95_high
aggregate,traj_rewind_rms_movement,layer1.0.conv1.weight,stage1,1.0,0.7905759162303665,0.0,0.7905759162303665,0.7905759162303665,2196.0,0.0,2196.0,2196.0,1908.0,0.0,1908.0,1908.0,2304.0,0.0,2304.0,2304.0
aggregate,traj_rewind_rms_movement,layer1.0.conv2.weight,stage1,1.0,0.7881170816950633,0.0,0.7881170816950633,0.7881170816950633,2187.0,0.0,2187.0,2187.0,1906.0,0.0,1906.0,1906.0,2304.0,0.0,2304.0,2304.0
aggregate,traj_rewind_rms_movement,layer1.1.conv1.weight,stage1,1.0,0.7866841874726237,0.0,0.7866841874726237,0.7866841874726237,2179.0,0.0,2179.0,2179.0,1900.0,0.0,1900.0,1900.0,2304.0,0.0,2304.0,2304.0
aggregate,traj_rewind_rms_movement,layer1.1.conv2.weight,stage1,1.0,0.7782169521299956,0.0,0.7782169521299956,0.7782169521299956,2142.0,0.0,2142.0,2142.0,1907.0,0.0,1907.0,1907.0,2304.0,0.0,2304.0,2304.0
aggregate,traj_rewind_rms_movement,layer1.2.conv1.weight,stage1,1.0,0.7827814569536424,0.0,0.7827814569536424,0.7827814569536424,2115.0,0.0,2115.0,2115.0,1923.0,0.0,1923.0,1923.0,2304.0,0.0,2304.0,2304.0
aggregate,traj_rewind_rms_movement,layer1.2.conv2.weight,stage1,1.0,0.7748344370860927,0.0,0.7748344370860927,0.7748344370860927,2110.0,0.0,2110.0,2110.0,1910.0,0.0,1910.0,1910.0,2304.0,0.0,2304.0,2304.0
aggregate,traj_rewind_rms_movement,layer2.0.conv1.weight,stage2,1.0,0.7539278601460501,0.0,0.7539278601460501,0.7539278601460501,4127.0,0.0,4127.0,4127.0,3799.0,0.0,3799.0,3799.0,4608.0,0.0,4608.0,4608.0
aggregate,traj_rewind_rms_movement,layer2.0.conv2.weight,stage2,1.0,0.6845825852782765,0.0,0.6845825852782765,0.6845825852782765,7989.0,0.0,7989.0,7989.0,7024.0,0.0,7024.0,7024.0,9216.0,0.0,9216.0,9216.0
aggregate,traj_rewind_rms_movement,layer2.0.shortcut.0.weight,stage2,1.0,0.8169291338582677,0.0,0.8169291338582677,0.8169291338582677,442.0,0.0,442.0,442.0,481.0,0.0,481.0,481.0,512.0,0.0,512.0,512.0
aggregate,traj_rewind_rms_movement,layer2.1.conv1.weight,stage2,1.0,0.6817317373307976,0.0,0.6817317373307976,0.6817317373307976,8028.0,0.0,8028.0,8028.0,7005.0,0.0,7005.0,7005.0,9216.0,0.0,9216.0,9216.0
aggregate,traj_rewind_rms_movement,layer2.1.conv2.weight,stage2,1.0,0.6607686239152485,0.0,0.6607686239152485,0.6607686239152485,7776.0,0.0,7776.0,7776.0,6960.0,0.0,6960.0,6960.0,9216.0,0.0,9216.0,9216.0
aggregate,traj_rewind_rms_movement,layer2.2.conv1.weight,stage2,1.0,0.654547513874731,0.0,0.654547513874731,0.654547513874731,7591.0,0.0,7591.0,7591.0,7017.0,0.0,7017.0,7017.0,9216.0,0.0,9216.0,9216.0
aggregate,traj_rewind_rms_movement,layer2.2.conv2.weight,stage2,1.0,0.6426532709213381,0.0,0.6426532709213381,0.6426532709213381,7386.0,0.0,7386.0,7386.0,7002.0,0.0,7002.0,7002.0,9216.0,0.0,9216.0,9216.0
aggregate,traj_rewind_rms_movement,layer3.0.conv1.weight,stage3,1.0,0.6017100930151944,0.0,0.6017100930151944,0.6017100930151944,13614.0,0.0,13614.0,13614.0,14110.0,0.0,14110.0,14110.0,18432.0,0.0,18432.0,18432.0
aggregate,traj_rewind_rms_movement,layer3.0.conv2.weight,stage3,1.0,0.5089823987397376,0.0,0.5089823987397376,0.5089823987397376,25422.0,0.0,25422.0,25422.0,24388.0,0.0,24388.0,24388.0,36864.0,0.0,36864.0,36864.0
aggregate,traj_rewind_rms_movement,layer3.0.shortcut.0.weight,stage3,1.0,0.6595427435387674,0.0,0.6595427435387674,0.6595427435387674,1443.0,0.0,1443.0,1443.0,1896.0,0.0,1896.0,1896.0,2048.0,0.0,2048.0,2048.0
aggregate,traj_rewind_rms_movement,layer3.1.conv1.weight,stage3,1.0,0.5024978676739369,0.0,0.5024978676739369,0.5024978676739369,24834.0,0.0,24834.0,24834.0,24490.0,0.0,24490.0,24490.0,36864.0,0.0,36864.0,36864.0
aggregate,traj_rewind_rms_movement,layer3.1.conv2.weight,stage3,1.0,0.477124183006536,0.0,0.477124183006536,0.477124183006536,23185.0,0.0,23185.0,23185.0,24275.0,0.0,24275.0,24275.0,36864.0,0.0,36864.0,36864.0
aggregate,traj_rewind_rms_movement,layer3.2.conv1.weight,stage3,1.0,0.46178065964212234,0.0,0.46178065964212234,0.46178065964212234,22460.0,0.0,22460.0,22460.0,24431.0,0.0,24431.0,24431.0,36864.0,0.0,36864.0,36864.0
aggregate,traj_rewind_rms_movement,layer3.2.conv2.weight,stage3,1.0,0.4450031625553447,0.0,0.4450031625553447,0.4450031625553447,21349.0,0.0,21349.0,21349.0,24342.0,0.0,24342.0,24342.0,36864.0,0.0,36864.0,36864.0
aggregate,traj_rms_abs,conv1.weight,stem,1.0,0.9825870646766169,0.0,0.9825870646766169,0.9825870646766169,400.0,0.0,400.0,400.0,397.0,0.0,397.0,397.0,432.0,0.0,432.0,432.0
aggregate,traj_rms_abs,fc.weight,head,1.0,0.9611307420494699,0.0,0.9611307420494699,0.9611307420494699,554.0,0.0,554.0,554.0,556.0,0.0,556.0,556.0,640.0,0.0,640.0,640.0
aggregate,traj_rms_abs,layer1.0.conv1.weight,stage1,1.0,0.96900826446281,0.0,0.96900826446281,0.96900826446281,1904.0,0.0,1904.0,1904.0,1908.0,0.0,1908.0,1908.0,2304.0,0.0,2304.0,2304.0
aggregate,traj_rms_abs,layer1.0.conv2.weight,stage1,1.0,0.9534526854219949,0.0,0.9534526854219949,0.9534526854219949,1913.0,0.0,1913.0,1913.0,1906.0,0.0,1906.0,1906.0,2304.0,0.0,2304.0,2304.0
aggregate,traj_rms_abs,layer1.1.conv1.weight,stage1,1.0,0.9695247933884298,0.0,0.9695247933884298,0.9695247933884298,1913.0,0.0,1913.0,1913.0,1900.0,0.0,1900.0,1900.0,2304.0,0.0,2304.0,2304.0
aggregate,traj_rms_abs,layer1.1.conv2.weight,stage1,1.0,0.9726239669421488,0.0,0.9726239669421488,0.9726239669421488,1912.0,0.0,1912.0,1912.0,1907.0,0.0,1907.0,1907.0,2304.0,0.0,2304.0,2304.0
aggregate,traj_rms_abs,layer1.2.conv1.weight,stage1,1.0,0.9712230215827338,0.0,0.9712230215827338,0.9712230215827338,1913.0,0.0,1913.0,1913.0,1923.0,0.0,1923.0,1923.0,2304.0,0.0,2304.0,2304.0
aggregate,traj_rms_abs,layer1.2.conv2.weight,stage1,1.0,0.9752194114610222,0.0,0.9752194114610222,0.9752194114610222,1916.0,0.0,1916.0,1916.0,1910.0,0.0,1910.0,1910.0,2304.0,0.0,2304.0,2304.0
aggregate,traj_rms_abs,layer2.0.conv1.weight,stage2,1.0,0.981245115915603,0.0,0.981245115915603,0.981245115915603,3807.0,0.0,3807.0,3807.0,3799.0,0.0,3799.0,3799.0,4608.0,0.0,4608.0,4608.0
aggregate,traj_rms_abs,layer2.0.conv2.weight,stage2,1.0,0.9712240314430095,0.0,0.9712240314430095,0.9712240314430095,7019.0,0.0,7019.0,7019.0,7024.0,0.0,7024.0,7024.0,9216.0,0.0,9216.0,9216.0
aggregate,traj_rms_abs,layer2.0.shortcut.0.weight,stage2,1.0,0.9937759336099585,0.0,0.9937759336099585,0.9937759336099585,480.0,0.0,480.0,480.0,481.0,0.0,481.0,481.0,512.0,0.0,512.0,512.0
aggregate,traj_rms_abs,layer2.1.conv1.weight,stage2,1.0,0.972558401350971,0.0,0.972558401350971,0.972558401350971,7012.0,0.0,7012.0,7012.0,7005.0,0.0,7005.0,7005.0,9216.0,0.0,9216.0,9216.0
aggregate,traj_rms_abs,layer2.1.conv2.weight,stage2,1.0,0.9762885134175777,0.0,0.9762885134175777,0.9762885134175777,6959.0,0.0,6959.0,6959.0,6960.0,0.0,6960.0,6960.0,9216.0,0.0,9216.0,9216.0
aggregate,traj_rms_abs,layer2.2.conv1.weight,stage2,1.0,0.9805139791019486,0.0,0.9805139791019486,0.9805139791019486,7009.0,0.0,7009.0,7009.0,7017.0,0.0,7017.0,7017.0,9216.0,0.0,9216.0,9216.0
aggregate,traj_rms_abs,layer2.2.conv2.weight,stage2,1.0,0.9814657611771364,0.0,0.9814657611771364,0.9814657611771364,7003.0,0.0,7003.0,7003.0,7002.0,0.0,7002.0,7002.0,9216.0,0.0,9216.0,9216.0
aggregate,traj_rms_abs,layer3.0.conv1.weight,stage3,1.0,0.9858480602689572,0.0,0.9858480602689572,0.9858480602689572,14095.0,0.0,14095.0,14095.0,14110.0,0.0,14110.0,14110.0,18432.0,0.0,18432.0,18432.0
aggregate,traj_rms_abs,layer3.0.conv2.weight,stage3,1.0,0.9804670050761422,0.0,0.9804670050761422,0.9804670050761422,24381.0,0.0,24381.0,24381.0,24388.0,0.0,24388.0,24388.0,36864.0,0.0,36864.0,36864.0
aggregate,traj_rms_abs,layer3.0.shortcut.0.weight,stage3,1.0,0.9952631578947368,0.0,0.9952631578947368,0.9952631578947368,1895.0,0.0,1895.0,1895.0,1896.0,0.0,1896.0,1896.0,2048.0,0.0,2048.0,2048.0
aggregate,traj_rms_abs,layer3.1.conv1.weight,stage3,1.0,0.9809939746855918,0.0,0.9809939746855918,0.9809939746855918,24498.0,0.0,24498.0,24498.0,24490.0,0.0,24490.0,24490.0,36864.0,0.0,36864.0,36864.0
aggregate,traj_rms_abs,layer3.1.conv2.weight,stage3,1.0,0.9810289257884215,0.0,0.9810289257884215,0.9810289257884215,24282.0,0.0,24282.0,24282.0,24275.0,0.0,24275.0,24275.0,36864.0,0.0,36864.0,36864.0
aggregate,traj_rms_abs,layer3.2.conv1.weight,stage3,1.0,0.9835173757713543,0.0,0.9835173757713543,0.9835173757713543,24427.0,0.0,24427.0,24427.0,24431.0,0.0,24431.0,24431.0,36864.0,0.0,36864.0,36864.0
aggregate,traj_rms_abs,layer3.2.conv2.weight,stage3,1.0,0.9829313997066971,0.0,0.9829313997066971,0.9829313997066971,24335.0,0.0,24335.0,24335.0,24342.0,0.0,24342.0,24342.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_0,conv1.weight,stem,1.0,0.9751861042183623,0.0,0.9751861042183623,0.9751861042183623,399.0,0.0,399.0,399.0,397.0,0.0,397.0,397.0,432.0,0.0,432.0,432.0
checkpoint,epoch_0,fc.weight,head,1.0,0.9087779690189329,0.0,0.9087779690189329,0.9087779690189329,553.0,0.0,553.0,553.0,556.0,0.0,556.0,556.0,640.0,0.0,640.0,640.0
checkpoint,epoch_0,layer1.0.conv1.weight,stage1,1.0,0.9563206577595067,0.0,0.9563206577595067,0.9563206577595067,1899.0,0.0,1899.0,1899.0,1908.0,0.0,1908.0,1908.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_0,layer1.0.conv2.weight,stage1,1.0,0.939918533604888,0.0,0.939918533604888,0.939918533604888,1904.0,0.0,1904.0,1904.0,1906.0,0.0,1906.0,1906.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_0,layer1.1.conv1.weight,stage1,1.0,0.9562982005141388,0.0,0.9562982005141388,0.9562982005141388,1905.0,0.0,1905.0,1905.0,1900.0,0.0,1900.0,1900.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_0,layer1.1.conv2.weight,stage1,1.0,0.9604722792607803,0.0,0.9604722792607803,0.9604722792607803,1912.0,0.0,1912.0,1912.0,1907.0,0.0,1907.0,1907.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_0,layer1.2.conv1.weight,stage1,1.0,0.9615581752947207,0.0,0.9615581752947207,0.9615581752947207,1904.0,0.0,1904.0,1904.0,1923.0,0.0,1923.0,1923.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_0,layer1.2.conv2.weight,stage1,1.0,0.965588084232152,0.0,0.965588084232152,0.965588084232152,1917.0,0.0,1917.0,1917.0,1910.0,0.0,1910.0,1910.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_0,layer2.0.conv1.weight,stage2,1.0,0.9720134749935216,0.0,0.9720134749935216,0.9720134749935216,3811.0,0.0,3811.0,3811.0,3799.0,0.0,3799.0,3799.0,4608.0,0.0,4608.0,4608.0
checkpoint,epoch_0,layer2.0.conv2.weight,stage2,1.0,0.9615492170022372,0.0,0.9615492170022372,0.9615492170022372,7005.0,0.0,7005.0,7005.0,7024.0,0.0,7024.0,7024.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_0,layer2.0.shortcut.0.weight,stage2,1.0,0.9937759336099585,0.0,0.9937759336099585,0.9937759336099585,480.0,0.0,480.0,480.0,481.0,0.0,481.0,481.0,512.0,0.0,512.0,512.0
checkpoint,epoch_0,layer2.1.conv1.weight,stage2,1.0,0.9627607447851043,0.0,0.9627607447851043,0.9627607447851043,7015.0,0.0,7015.0,7015.0,7005.0,0.0,7005.0,7005.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_0,layer2.1.conv2.weight,stage2,1.0,0.9661208356860531,0.0,0.9661208356860531,0.9661208356860531,6968.0,0.0,6968.0,6968.0,6960.0,0.0,6960.0,6960.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_0,layer2.2.conv1.weight,stage2,1.0,0.9732845894263217,0.0,0.9732845894263217,0.9732845894263217,7017.0,0.0,7017.0,7017.0,7017.0,0.0,7017.0,7017.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_0,layer2.2.conv2.weight,stage2,1.0,0.9743625862797577,0.0,0.9743625862797577,0.9743625862797577,7014.0,0.0,7014.0,7014.0,7002.0,0.0,7002.0,7002.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_0,layer3.0.conv1.weight,stage3,1.0,0.9815998314488377,0.0,0.9815998314488377,0.9815998314488377,14106.0,0.0,14106.0,14106.0,14110.0,0.0,14110.0,14110.0,18432.0,0.0,18432.0,18432.0
checkpoint,epoch_0,layer3.0.conv2.weight,stage3,1.0,0.9734212549051336,0.0,0.9734212549051336,0.9734212549051336,24393.0,0.0,24393.0,24393.0,24388.0,0.0,24388.0,24388.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_0,layer3.0.shortcut.0.weight,stage3,1.0,0.9947368421052631,0.0,0.9947368421052631,0.9947368421052631,1894.0,0.0,1894.0,1894.0,1896.0,0.0,1896.0,1896.0,2048.0,0.0,2048.0,2048.0
checkpoint,epoch_0,layer3.1.conv1.weight,stage3,1.0,0.9753668763102725,0.0,0.9753668763102725,0.9753668763102725,24507.0,0.0,24507.0,24507.0,24490.0,0.0,24490.0,24490.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_0,layer3.1.conv2.weight,stage3,1.0,0.9752594099694811,0.0,0.9752594099694811,0.9752594099694811,24267.0,0.0,24267.0,24267.0,24275.0,0.0,24275.0,24275.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_0,layer3.2.conv1.weight,stage3,1.0,0.9781403068453224,0.0,0.9781403068453224,0.9781403068453224,24435.0,0.0,24435.0,24435.0,24431.0,0.0,24431.0,24431.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_0,layer3.2.conv2.weight,stage3,1.0,0.9791768342280788,0.0,0.9791768342280788,0.9791768342280788,24322.0,0.0,24322.0,24322.0,24342.0,0.0,24342.0,24342.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_1,conv1.weight,stem,1.0,0.985,0.0,0.985,0.985,397.0,0.0,397.0,397.0,397.0,0.0,397.0,397.0,432.0,0.0,432.0,432.0
checkpoint,epoch_1,fc.weight,head,1.0,0.9749552772808586,0.0,0.9749552772808586,0.9749552772808586,548.0,0.0,548.0,548.0,556.0,0.0,556.0,556.0,640.0,0.0,640.0,640.0
checkpoint,epoch_1,layer1.0.conv1.weight,stage1,1.0,0.9659442724458205,0.0,0.9659442724458205,0.9659442724458205,1902.0,0.0,1902.0,1902.0,1908.0,0.0,1908.0,1908.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_1,layer1.0.conv2.weight,stage1,1.0,0.9503582395087001,0.0,0.9503582395087001,0.9503582395087001,1905.0,0.0,1905.0,1905.0,1906.0,0.0,1906.0,1906.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_1,layer1.1.conv1.weight,stage1,1.0,0.9710594315245478,0.0,0.9710594315245478,0.9710594315245478,1914.0,0.0,1914.0,1914.0,1900.0,0.0,1900.0,1900.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_1,layer1.1.conv2.weight,stage1,1.0,0.9721074380165289,0.0,0.9721074380165289,0.9721074380165289,1911.0,0.0,1911.0,1911.0,1907.0,0.0,1907.0,1907.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_1,layer1.2.conv1.weight,stage1,1.0,0.9722222222222222,0.0,0.9722222222222222,0.9722222222222222,1911.0,0.0,1911.0,1911.0,1923.0,0.0,1923.0,1923.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_1,layer1.2.conv2.weight,stage1,1.0,0.9736977823620423,0.0,0.9736977823620423,0.9736977823620423,1917.0,0.0,1917.0,1917.0,1910.0,0.0,1910.0,1910.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_1,layer2.0.conv1.weight,stage2,1.0,0.9799635701275046,0.0,0.9799635701275046,0.9799635701275046,3810.0,0.0,3810.0,3810.0,3799.0,0.0,3799.0,3799.0,4608.0,0.0,4608.0,4608.0
checkpoint,epoch_1,layer2.0.conv2.weight,stage2,1.0,0.9721949164443197,0.0,0.9721949164443197,0.9721949164443197,7020.0,0.0,7020.0,7020.0,7024.0,0.0,7024.0,7024.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_1,layer2.0.shortcut.0.weight,stage2,1.0,0.9937759336099585,0.0,0.9937759336099585,0.9937759336099585,480.0,0.0,480.0,480.0,481.0,0.0,481.0,481.0,512.0,0.0,512.0,512.0
checkpoint,epoch_1,layer2.1.conv1.weight,stage2,1.0,0.9720033764772088,0.0,0.9720033764772088,0.9720033764772088,7012.0,0.0,7012.0,7012.0,7005.0,0.0,7005.0,7005.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_1,layer2.1.conv2.weight,stage2,1.0,0.9767012359710187,0.0,0.9767012359710187,0.9767012359710187,6954.0,0.0,6954.0,6954.0,6960.0,0.0,6960.0,6960.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_1,layer2.2.conv1.weight,stage2,1.0,0.9814971751412429,0.0,0.9814971751412429,0.9814971751412429,7012.0,0.0,7012.0,7012.0,7017.0,0.0,7017.0,7017.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_1,layer2.2.conv2.weight,stage2,1.0,0.9817564700890963,0.0,0.9817564700890963,0.9817564700890963,7011.0,0.0,7011.0,7011.0,7002.0,0.0,7002.0,7002.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_1,layer3.0.conv1.weight,stage3,1.0,0.9860543738554726,0.0,0.9860543738554726,0.9860543738554726,14088.0,0.0,14088.0,14088.0,14110.0,0.0,14110.0,14110.0,18432.0,0.0,18432.0,18432.0
checkpoint,epoch_1,layer3.0.conv2.weight,stage3,1.0,0.9815145851954172,0.0,0.9815145851954172,0.9815145851954172,24385.0,0.0,24385.0,24385.0,24388.0,0.0,24388.0,24388.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_1,layer3.0.shortcut.0.weight,stage3,1.0,0.9942105263157894,0.0,0.9942105263157894,0.9942105263157894,1893.0,0.0,1893.0,1893.0,1896.0,0.0,1896.0,1896.0,2048.0,0.0,2048.0,2048.0
checkpoint,epoch_1,layer3.1.conv1.weight,stage3,1.0,0.9809130979821262,0.0,0.9809130979821262,0.9809130979821262,24496.0,0.0,24496.0,24496.0,24490.0,0.0,24490.0,24490.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_1,layer3.1.conv2.weight,stage3,1.0,0.9806264785055877,0.0,0.9806264785055877,0.9806264785055877,24286.0,0.0,24286.0,24286.0,24275.0,0.0,24275.0,24275.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_1,layer3.2.conv1.weight,stage3,1.0,0.9828362751065125,0.0,0.9828362751065125,0.9828362751065125,24436.0,0.0,24436.0,24436.0,24431.0,0.0,24431.0,24431.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_1,layer3.2.conv2.weight,stage3,1.0,0.9816412928437678,0.0,0.9816412928437678,0.9816412928437678,24339.0,0.0,24339.0,24339.0,24342.0,0.0,24342.0,24342.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_2,conv1.weight,stem,1.0,0.9875311720698254,0.0,0.9875311720698254,0.9875311720698254,400.0,0.0,400.0,400.0,397.0,0.0,397.0,397.0,432.0,0.0,432.0,432.0
checkpoint,epoch_2,fc.weight,head,1.0,0.9714795008912656,0.0,0.9714795008912656,0.9714795008912656,550.0,0.0,550.0,550.0,556.0,0.0,556.0,556.0,640.0,0.0,640.0,640.0
checkpoint,epoch_2,layer1.0.conv1.weight,stage1,1.0,0.9680247550283652,0.0,0.9680247550283652,0.9680247550283652,1908.0,0.0,1908.0,1908.0,1908.0,0.0,1908.0,1908.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_2,layer1.0.conv2.weight,stage1,1.0,0.9564325986673501,0.0,0.9564325986673501,0.9564325986673501,1911.0,0.0,1911.0,1911.0,1906.0,0.0,1906.0,1906.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_2,layer1.1.conv1.weight,stage1,1.0,0.9745850622406639,0.0,0.9745850622406639,0.9745850622406639,1907.0,0.0,1907.0,1907.0,1900.0,0.0,1900.0,1900.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_2,layer1.1.conv2.weight,stage1,1.0,0.9756854630108639,0.0,0.9756854630108639,0.9756854630108639,1912.0,0.0,1912.0,1912.0,1907.0,0.0,1907.0,1907.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_2,layer1.2.conv1.weight,stage1,1.0,0.9737789203084833,0.0,0.9737789203084833,0.9737789203084833,1916.0,0.0,1916.0,1916.0,1923.0,0.0,1923.0,1923.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_2,layer1.2.conv2.weight,stage1,1.0,0.9777777777777777,0.0,0.9777777777777777,0.9777777777777777,1917.0,0.0,1917.0,1917.0,1910.0,0.0,1910.0,1910.0,2304.0,0.0,2304.0,2304.0
checkpoint,epoch_2,layer2.0.conv1.weight,stage2,1.0,0.9825110937092143,0.0,0.9825110937092143,0.9825110937092143,3796.0,0.0,3796.0,3796.0,3799.0,0.0,3799.0,3799.0,4608.0,0.0,4608.0,4608.0
checkpoint,epoch_2,layer2.0.conv2.weight,stage2,1.0,0.9766394596115958,0.0,0.9766394596115958,0.9766394596115958,7022.0,0.0,7022.0,7022.0,7024.0,0.0,7024.0,7024.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_2,layer2.0.shortcut.0.weight,stage2,1.0,0.9937629937629938,0.0,0.9937629937629938,0.9937629937629938,478.0,0.0,478.0,478.0,481.0,0.0,481.0,481.0,512.0,0.0,512.0,512.0
checkpoint,epoch_2,layer2.1.conv1.weight,stage2,1.0,0.976163610719323,0.0,0.976163610719323,0.976163610719323,7006.0,0.0,7006.0,7006.0,7005.0,0.0,7005.0,7005.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_2,layer2.1.conv2.weight,stage2,1.0,0.9795163584637269,0.0,0.9795163584637269,0.9795163584637269,6956.0,0.0,6956.0,6956.0,6960.0,0.0,6960.0,6960.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_2,layer2.2.conv1.weight,stage2,1.0,0.9845805630216438,0.0,0.9845805630216438,0.9845805630216438,7012.0,0.0,7012.0,7012.0,7017.0,0.0,7017.0,7017.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_2,layer2.2.conv2.weight,stage2,1.0,0.9865267337966246,0.0,0.9865267337966246,0.9865267337966246,7005.0,0.0,7005.0,7005.0,7002.0,0.0,7002.0,7002.0,9216.0,0.0,9216.0,9216.0
checkpoint,epoch_2,layer3.0.conv1.weight,stage3,1.0,0.988791766530382,0.0,0.988791766530382,0.988791766530382,14103.0,0.0,14103.0,14103.0,14110.0,0.0,14110.0,14110.0,18432.0,0.0,18432.0,18432.0
checkpoint,epoch_2,layer3.0.conv2.weight,stage3,1.0,0.9844964394710071,0.0,0.9844964394710071,0.9844964394710071,24381.0,0.0,24381.0,24381.0,24388.0,0.0,24388.0,24388.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_2,layer3.0.shortcut.0.weight,stage3,1.0,0.9957894736842106,0.0,0.9957894736842106,0.9957894736842106,1896.0,0.0,1896.0,1896.0,1896.0,0.0,1896.0,1896.0,2048.0,0.0,2048.0,2048.0
checkpoint,epoch_2,layer3.1.conv1.weight,stage3,1.0,0.9847668435765506,0.0,0.9847668435765506,0.9847668435765506,24500.0,0.0,24500.0,24500.0,24490.0,0.0,24490.0,24490.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_2,layer3.1.conv2.weight,stage3,1.0,0.9854432450114491,0.0,0.9854432450114491,0.9854432450114491,24281.0,0.0,24281.0,24281.0,24275.0,0.0,24275.0,24275.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_2,layer3.2.conv1.weight,stage3,1.0,0.9863414634146341,0.0,0.9863414634146341,0.9863414634146341,24433.0,0.0,24433.0,24433.0,24431.0,0.0,24431.0,24431.0,36864.0,0.0,36864.0,36864.0
checkpoint,epoch_2,layer3.2.conv2.weight,stage3,1.0,0.9858442459103333,0.0,0.9858442459103333,0.9858442459103333,24337.0,0.0,24337.0,24337.0,24342.0,0.0,24342.0,24342.0,36864.0,0.0,36864.0,36864.0
