seed,dense_accuracy,imp_accuracy,imp_sparsity,posterior_jaccard_mean,random_jaccard_mean,posterior_minus_random_jaccard,jaccard_cohens_d,mannwhitney_greater_pvalue,dense_magnitude_to_imp_jaccard,initial_magnitude_to_imp_jaccard,snip_to_imp_jaccard,synflow_to_imp_jaccard,posterior_to_dense_magnitude_jaccard_mean,posterior_to_chain_start_magnitude_jaccard_mean,chain_start_magnitude_to_imp_jaccard_mean,state_num_clusters,function_num_clusters,sgld_sample_accuracy_mean,sgld_sample_to_dense_prediction_agreement_mean,sgld_sample_to_imp_prediction_agreement_mean,sgld_chains,sgld_chain_start_accuracy_mean,posterior_mean_abs_jaccard,posterior_rms_jaccard,posterior_snr_jaccard,posterior_high_variance_jaccard,posterior_low_variance_jaccard,posterior_mean_abs_chainwise_jaccard,posterior_rms_chainwise_jaccard,posterior_snr_chainwise_jaccard,posterior_high_variance_chainwise_jaccard,posterior_low_variance_chainwise_jaccard,dense_imp_linear_barrier,dense_sample_linear_barrier_mean,imp_sample_linear_barrier_mean
0.0,0.8254,0.85,0.510000147658142,0.40616550130187196,0.32464194967396104,0.08152355162791092,143.63127553281848,1.0303545354600307e-07,0.4061185792523384,0.4512149124005794,0.39479339060078283,0.44791439417077533,0.99675848114701,0.99675848114701,0.4061185792523384,3.0,3.0,0.82484,0.9836699962615967,0.8687900006771088,1.0,0.8254,0.40616326617089343,0.40616326617089343,0.3969952903412529,0.3241128207685977,0.32472068781405466,0.40616326617089343,0.40616326617089343,0.3969952903412529,0.3241128207685977,0.32472068781405466,3.2408906005859377,0.0,3.2430422949218753
