family,config,scope,comparison,runs,n_pairs,n_posterior_values,n_baseline_values,posterior_mean,posterior_std,baseline_mean,baseline_std,delta_mean,delta_ci95_low,delta_ci95_high,positive,negative,zero,paired_win_rate,all_pair_win_rate,ks_stat,ks_pvalue,wasserstein,mmd_rbf,raw_ks_stat,raw_ks_pvalue,raw_wasserstein,raw_mmd_rbf,raw_pair_win_rate,mean_post_chain,mean_sample_accuracy,verdict
CIFAR BlockLap,"layer1.0.conv1, scale=1.0e-03",global,posterior-rewind,5,5,5,5,0.1328523820522824,0.002807215829460124,0.1504342336820173,0.0029536892472872673,-0.017581851629734906,-0.01970374758373404,-0.01545995567573577,0,5,0,0.0,0.0,1.0,0.0,0.017581851629734906,1.1867198407914228,nan,nan,nan,nan,nan,0.9556708076263214,0.896064,control closer to ticket
CIFAR BlockLap,"layer3.0.shortcut.0, scale=1.0e-03",block,posterior-random,5,5,5,5,0.2401711655613941,0.007628424907612922,0.23806551444508722,0.004802806278299695,0.002105651116306845,-0.0008192497048921444,0.0050305519375058345,4,1,0,0.8,0.68,0.6,0.32000000000000006,0.0034171245869421495,0.13167814529373145,nan,nan,nan,nan,nan,0.3625913375272136,0.89054,posterior separates from random
CIFAR BlockLap,"layer3.0.shortcut.0, scale=1.0e-03",block,posterior-chain,5,5,5,5,0.2401711655613941,0.007628424907612922,0.2411283691175289,0.01574133268652147,-0.0009572035561348391,-0.010847642467488665,0.008933235355218986,2,3,0,0.4,0.48,0.4,0.82,0.006914535556943918,0.1355818769607735,nan,nan,nan,nan,nan,0.3625913375272136,0.89054,practically tied to control
CIFAR BlockLap,"layer3.0.shortcut.0, scale=1.0e-03",block,posterior-rewind,5,5,5,5,0.2401711655613941,0.007628424907612922,0.3049980237997506,0.01704231728973247,-0.06482685823835652,-0.07999495865959663,-0.04965875781711641,0,5,0,0.0,0.0,1.0,0.0,0.06482685823835652,1.2370916957334566,nan,nan,nan,nan,nan,0.3625913375272136,0.89054,control closer to ticket
CIFAR BlockLap,"layer3.0.shortcut.0, scale=1.0e-03",global,posterior-random,5,5,5,5,0.13325219308761044,0.0017456472292296332,0.0918097066222389,4.8060191362694974e-05,0.04144248646537152,0.03993049531375062,0.04295447761699242,5,0,0,1.0,1.0,1.0,0.0,0.04144248646537152,0.862769158160277,nan,nan,nan,nan,nan,0.9739566460421701,0.89054,posterior separates from random
CIFAR BlockLap,"layer3.0.shortcut.0, scale=1.0e-03",global,posterior-chain,5,5,5,5,0.13325219308761044,0.0017456472292296332,0.13243489207587453,0.0017978495364784266,0.0008173010117358992,0.0006340830650416518,0.0010005189584301468,5,0,0,1.0,0.64,0.39999999999999997,0.8200000000000001,0.0008173010117358991,0.03939270524897198,nan,nan,nan,nan,nan,0.9739566460421701,0.89054,practically tied to control
CIFAR BlockLap,"layer3.0.shortcut.0, scale=1.0e-03",global,posterior-rewind,5,5,5,5,0.13325219308761044,0.0017456472292296332,0.15132215310325461,0.005881062309121035,-0.018069960015644176,-0.022174564066134196,-0.013965355965154157,0,5,0,0.0,0.0,1.0,0.0,0.018069960015644176,1.183610096891901,nan,nan,nan,nan,nan,0.9739566460421701,0.89054,control closer to ticket
CIFAR DiagLap movement,scale=1.0e-02,global,posterior-random,5,5,5,5,0.12777289348783527,0.002198330800863642,0.09175478057781862,8.241517796582096e-05,0.03601811291001664,0.034026218092630775,0.03801000772740251,5,0,0,1.0,1.0,1.0,0.0,0.03601811291001665,0.8896707801521255,nan,nan,nan,nan,nan,0.596134948484739,0.827408,posterior separates from random
CIFAR DiagLap movement,scale=1.0e-02,global,posterior-chain,5,5,5,5,0.12777289348783527,0.002198330800863642,0.14685325270463565,0.0023795325216219992,-0.019080359216800395,-0.020893301176414414,-0.017267417257186377,0,5,0,0.0,0.0,1.0,0.0,0.019080359216800395,1.036315503623034,nan,nan,nan,nan,nan,0.596134948484739,0.827408,control closer to ticket
CIFAR DiagLap movement,scale=1.0e-02,global,posterior-dense,5,5,5,5,0.12777289348783527,0.002198330800863642,0.14685325270463565,0.0023795325216219992,-0.019080359216800395,-0.020893301176414414,-0.017267417257186377,0,5,0,0.0,0.0,1.0,0.0,0.019080359216800395,1.036315503623034,nan,nan,nan,nan,nan,0.596134948484739,0.827408,control closer to ticket
CIFAR DiagLap movement,scale=1.0e-02,global,posterior-rewind,5,5,5,5,0.12777289348783527,0.002198330800863642,0.17866365344790128,0.0033930270875155632,-0.05089075996006601,-0.052742290749107364,-0.04903922917102465,0,5,0,0.0,0.0,1.0,0.0,0.05089075996006601,0.9183203378625691,nan,nan,nan,nan,nan,0.596134948484739,0.827408,control closer to ticket
CIFAR DiagLap movement,scale=1.0e-03,global,posterior-random,5,5,5,5,0.14471328060683508,0.002097875528738164,0.0917541881094566,6.920853810515401e-05,0.05295909249737849,0.05107088419075345,0.05484730080400353,5,0,0,1.0,1.0,1.0,0.0,0.0529590924973785,0.8438238750554881,nan,nan,nan,nan,nan,0.8825646108917032,0.879926,posterior separates from random
CIFAR DiagLap movement,scale=1.0e-03,global,posterior-chain,5,5,5,5,0.14471328060683508,0.002097875528738164,0.14685325270463565,0.0023795325216219992,-0.002139972097800563,-0.0025535949003256866,-0.0017263492952754398,0,5,0,0.0,0.24,0.6,0.32000000000000006,0.002139972097800563,0.1810019412695829,nan,nan,nan,nan,nan,0.8825646108917032,0.879926,practically tied to control
CIFAR DiagLap movement,scale=1.0e-03,global,posterior-dense,5,5,5,5,0.14471328060683508,0.002097875528738164,0.14685325270463565,0.0023795325216219992,-0.002139972097800563,-0.0025535949003256866,-0.0017263492952754398,0,5,0,0.0,0.24,0.6,0.32000000000000006,0.002139972097800563,0.1810019412695829,nan,nan,nan,nan,nan,0.8825646108917032,0.879926,practically tied to control
CIFAR DiagLap movement,scale=1.0e-03,global,posterior-rewind,5,5,5,5,0.14471328060683508,0.002097875528738164,0.17866365344790128,0.0033930270875155632,-0.033950372841066175,-0.03613850250246044,-0.03176224317967191,0,5,0,0.0,0.0,1.0,0.0,0.03395037284106617,0.9686521074694463,nan,nan,nan,nan,nan,0.8825646108917032,0.879926,control closer to ticket
CIFAR DiagLap movement,scale=1.0e-10,global,posterior-random,5,5,5,5,0.1468560717624245,0.0023808008518214755,0.09175015197235108,5.3701543227587946e-05,0.05510591979007342,0.052986259549800685,0.057225580030346154,5,0,0,1.0,1.0,1.0,0.0,0.05510591979007341,0.84886093668713,nan,nan,nan,nan,nan,0.9999481667872344,0.8848919999999999,posterior separates from random
CIFAR DiagLap movement,scale=1.0e-10,global,posterior-chain,5,5,5,5,0.1468560717624245,0.0023808008518214755,0.14685325270463565,0.0023795325216219992,2.8190577888442814e-06,3.669918191890041e-07,5.271123758499558e-06,5,0,0,1.0,0.6,0.20000000000000007,1.0,2.8190577888442814e-06,6.690082541283005e-07,nan,nan,nan,nan,nan,0.9999481667872344,0.8848919999999999,practically tied to control
CIFAR DiagLap movement,scale=1.0e-10,global,posterior-dense,5,5,5,5,0.1468560717624245,0.0023808008518214755,0.14685325270463565,0.0023795325216219992,2.8190577888442814e-06,3.669918191890041e-07,5.271123758499558e-06,5,0,0,1.0,0.6,0.20000000000000007,1.0,2.8190577888442814e-06,6.690082541283005e-07,nan,nan,nan,nan,nan,0.9999481667872344,0.8848919999999999,practically tied to control
CIFAR DiagLap movement,scale=1.0e-10,global,posterior-rewind,5,5,5,5,0.1468560717624245,0.0023808008518214755,0.17866365344790128,0.0033930270875155632,-0.03180758168547677,-0.034166162752616906,-0.029449000618336628,0,5,0,0.0,0.0,1.0,0.0,0.03180758168547676,0.9855548689533339,nan,nan,nan,nan,nan,0.9999481667872344,0.8848919999999999,control closer to ticket
CIFAR DiagLap movement,scale=3.0e-03,global,posterior-random,5,5,5,5,0.1399617473772908,0.0022539194950680387,0.0917545062496768,7.908248197362641e-05,0.048207241127613994,0.04616497198614145,0.050249510269086535,5,0,0,1.0,1.0,1.0,0.0,0.048207241127613994,0.853021629342793,nan,nan,nan,nan,nan,0.780332918877674,0.870656,posterior separates from random
CIFAR DiagLap movement,scale=3.0e-03,global,posterior-chain,5,5,5,5,0.1399617473772908,0.0022539194950680387,0.14685325270463565,0.0023795325216219992,-0.0068915053273448604,-0.007812599455651732,-0.005970411199037989,0,5,0,0.0,0.0,1.0,0.0,0.0068915053273448604,0.9103508221709468,nan,nan,nan,nan,nan,0.780332918877674,0.870656,control closer to ticket
CIFAR DiagLap movement,scale=3.0e-03,global,posterior-dense,5,5,5,5,0.1399617473772908,0.0022539194950680387,0.14685325270463565,0.0023795325216219992,-0.0068915053273448604,-0.007812599455651732,-0.005970411199037989,0,5,0,0.0,0.0,1.0,0.0,0.0068915053273448604,0.9103508221709468,nan,nan,nan,nan,nan,0.780332918877674,0.870656,control closer to ticket
CIFAR DiagLap movement,scale=3.0e-03,global,posterior-rewind,5,5,5,5,0.1399617473772908,0.0022539194950680387,0.17866365344790128,0.0033930270875155632,-0.03870190607061047,-0.04067481806195549,-0.03672899407926545,0,5,0,0.0,0.0,1.0,0.0,0.03870190607061047,0.9352695237432362,nan,nan,nan,nan,nan,0.780332918877674,0.870656,control closer to ticket
CIFAR HeadLap,scale=1.0e+00,global,posterior-random,5,5,5,5,0.1463585604887722,0.0030516476951949756,0.09169790860971586,0.0001211945192740887,0.05466065187905633,0.051984414799228246,0.05733688895888442,5,0,0,1.0,1.0,1.0,0.0,0.05466065187905633,0.861620930150812,nan,nan,nan,nan,nan,0.9963387679345779,0.8835039999999998,posterior separates from random
CIFAR HeadLap,scale=1.0e+00,global,posterior-chain,5,5,5,5,0.1463585604887722,0.0030516476951949756,0.14580872558777075,0.0031922774858798267,0.0005498349010014392,0.00039167615204959344,0.0007079936499532848,5,0,0,1.0,0.6,0.20000000000000007,1.0,0.0005498349010014392,0.007630542017208253,nan,nan,nan,nan,nan,0.9963387679345779,0.8835039999999998,practically tied to control
CIFAR HeadLap,scale=1.0e+00,global,posterior-rewind,5,5,5,5,0.1463585604887722,0.0030516476951949756,0.17818656617705342,0.003102148208614486,-0.031828005688281216,-0.03381941391596595,-0.02983659746059648,0,5,0,0.0,0.0,1.0,0.0,0.03182800568828122,1.0027498034847742,nan,nan,nan,nan,nan,0.9963387679345779,0.8835039999999998,control closer to ticket
CIFAR HeadLap,scale=1.0e+00,head,posterior-random,5,5,5,5,0.6715932427863165,0.013096657398026491,0.6740338602296821,0.012476176113209225,-0.0024406174433656337,-0.0051949488783912656,0.00031371399165999866,1,4,0,0.2,0.44,0.20000000000000007,1.0,0.002509631309332283,0.00929709410791224,nan,nan,nan,nan,nan,0.6768792514071967,0.8835039999999998,no random separation
CIFAR HeadLap,scale=1.0e+00,head,posterior-chain,5,5,5,5,0.6715932427863165,0.013096657398026491,0.7067878422882515,0.024181441702714385,-0.03519459950193511,-0.05145819745632708,-0.018931001547543146,0,5,0,0.0,0.12,0.8,0.07999999999999996,0.03519459950193511,0.5614912207902767,nan,nan,nan,nan,nan,0.6768792514071967,0.8835039999999998,control closer to ticket
CIFAR HeadLap,scale=1.0e+00,head,posterior-rewind,5,5,5,5,0.6715932427863165,0.013096657398026491,0.7191381461372003,0.013062265738067852,-0.04754490335088386,-0.05503022529276788,-0.040059581408999845,0,5,0,0.0,0.0,1.0,0.0,0.04754490335088386,1.0753581823961489,nan,nan,nan,nan,nan,0.6768792514071967,0.8835039999999998,control closer to ticket
CIFAR HeadLap,scale=1.0e-02,global,posterior-random,5,5,5,5,0.14591938991674147,0.0031161804163245535,0.09169544814545152,0.00012786914167474742,0.05422394177128996,0.05148053794701099,0.05696734559556893,5,0,0,1.0,1.0,1.0,0.0,0.05422394177128996,0.8633310188726133,nan,nan,nan,nan,nan,0.9967288141385344,0.885464,posterior separates from random
CIFAR HeadLap,scale=1.0e-02,global,posterior-chain,5,5,5,5,0.14591938991674147,0.0031161804163245535,0.14580872558777075,0.0031922774858798267,0.00011066432897073319,-2.1326211540322753e-06,0.00022346127909549866,4,1,0,0.8,0.56,0.20000000000000007,1.0,0.00012691748536916014,0.00044515081370999354,nan,nan,nan,nan,nan,0.9967288141385344,0.885464,practically tied to control
CIFAR HeadLap,scale=1.0e-02,global,posterior-rewind,5,5,5,5,0.14591938991674147,0.0031161804163245535,0.17818656617705342,0.003102148208614486,-0.032267176260311926,-0.0342975228779842,-0.03023682964263965,0,5,0,0.0,0.0,1.0,0.0,0.032267176260311926,1.005203357301597,nan,nan,nan,nan,nan,0.9967288141385344,0.885464,control closer to ticket
CIFAR HeadLap,scale=1.0e-02,head,posterior-random,5,5,5,5,0.6784155071567602,0.011479329487555416,0.6740610050085675,0.012478243606821041,0.004354502148192818,0.0001730935182399562,0.00853591077814568,4,1,0,0.8,0.6,0.4,0.82,0.0048711178821482905,0.04775585813183825,nan,nan,nan,nan,nan,0.6912411515964457,0.885464,posterior separates from random
CIFAR HeadLap,scale=1.0e-02,head,posterior-chain,5,5,5,5,0.6784155071567602,0.011479329487555416,0.7067878422882515,0.024181441702714385,-0.02837233513149131,-0.04433027069075875,-0.012414399572223872,0,5,0,0.0,0.12,0.8,0.07999999999999996,0.028372335131491313,0.4373223467647025,nan,nan,nan,nan,nan,0.6912411515964457,0.885464,control closer to ticket
CIFAR HeadLap,scale=1.0e-02,head,posterior-rewind,5,5,5,5,0.6784155071567602,0.011479329487555416,0.7191381461372003,0.013062265738067852,-0.04072263898044006,-0.04725987030782026,-0.034185407653059864,0,5,0,0.0,0.0,1.0,0.0,0.04072263898044006,1.0197587289398398,nan,nan,nan,nan,nan,0.6912411515964457,0.885464,control closer to ticket
CIFAR HeadLap,scale=1.0e-03,global,posterior-random,5,5,5,5,0.14575969080422105,0.0031214386210516175,0.09169220161888421,0.0001269155483578444,0.05406748918533683,0.05132515726774106,0.0568098211029326,5,0,0,1.0,1.0,1.0,0.0,0.05406748918533684,0.8636537052269015,nan,nan,nan,nan,nan,0.997439681673674,0.885628,posterior separates from random
CIFAR HeadLap,scale=1.0e-03,global,posterior-chain,5,5,5,5,0.14575969080422105,0.0031214386210516175,0.14580872558777075,0.0031922774858798267,-4.90347835497118e-05,-0.0001409514585040121,4.2881891404588515e-05,1,4,0,0.2,0.44,0.20000000000000007,1.0,9.317371037154687e-05,0.0001720285662027976,nan,nan,nan,nan,nan,0.997439681673674,0.885628,practically tied to control
CIFAR HeadLap,scale=1.0e-03,global,posterior-rewind,5,5,5,5,0.14575969080422105,0.0031214386210516175,0.17818656617705342,0.003102148208614486,-0.03242687537283237,-0.03446694373945184,-0.0303868070062129,0,5,0,0.0,0.0,1.0,0.0,0.03242687537283237,1.0051514427876143,nan,nan,nan,nan,nan,0.997439681673674,0.885628,control closer to ticket
CIFAR HeadLap,scale=1.0e-03,head,posterior-random,5,5,5,5,0.6982866260670377,0.010134250296779987,0.674061783516828,0.012587220557359804,0.02422484255020978,0.01773234767040486,0.030717337430014702,5,0,0,1.0,0.96,0.8,0.07999999999999996,0.024224842550209784,0.6631524644809177,nan,nan,nan,nan,nan,0.7772571155492976,0.885628,posterior separates from random
CIFAR HeadLap,scale=1.0e-03,head,posterior-chain,5,5,5,5,0.6982866260670377,0.010134250296779987,0.7067878422882515,0.024181441702714385,-0.008501216221213826,-0.023078591404991133,0.006076158962563484,2,3,0,0.4,0.44,0.4,0.82,0.01248870518531877,0.1789702108850848,nan,nan,nan,nan,nan,0.7772571155492976,0.885628,mixed
CIFAR HeadLap,scale=1.0e-03,head,posterior-rewind,5,5,5,5,0.6982866260670377,0.010134250296779987,0.7191381461372003,0.013062265738067852,-0.020851520070162576,-0.029141111180324603,-0.012561928960000548,0,5,0,0.0,0.0,1.0,0.0,0.020851520070162576,0.4471432046124353,nan,nan,nan,nan,nan,0.7772571155492976,0.885628,control closer to ticket
CIFAR HeadLap,scale=1.0e-06,global,posterior-random,5,5,5,5,0.14580931339963799,0.003194720238274499,0.09168579996179525,0.00013685902203242078,0.05412351343784272,0.051323741036009875,0.05692328583967556,5,0,0,1.0,1.0,1.0,0.0,0.05412351343784272,0.8673313514832044,nan,nan,nan,nan,nan,0.9998699830562645,0.885604,posterior separates from random
CIFAR HeadLap,scale=1.0e-06,global,posterior-chain,5,5,5,5,0.14580931339963799,0.003194720238274499,0.14580872558777075,0.0031922774858798267,5.878118672253407e-07,-1.7504130963779928e-05,1.8679754698230608e-05,2,3,0,0.4,0.48,0.20000000000000007,1.0,1.5037805303774743e-05,1.4135622889988042e-06,nan,nan,nan,nan,nan,0.9998699830562645,0.885604,practically tied to control
CIFAR HeadLap,scale=1.0e-06,global,posterior-rewind,5,5,5,5,0.14580931339963799,0.003194720238274499,0.17818656617705342,0.003102148208614486,-0.03237725277741543,-0.03444772800263925,-0.030306777552191622,0,5,0,0.0,0.0,1.0,0.0,0.03237725277741543,1.0104105171256919,nan,nan,nan,nan,nan,0.9998699830562645,0.885604,control closer to ticket
CIFAR HeadLap,scale=1.0e-06,head,posterior-random,5,5,5,5,0.7067487105858894,0.02478084208135699,0.6741985376463129,0.012574579470291091,0.032550172939576516,0.013528585987075886,0.05157175989207714,5,0,0,1.0,0.88,0.8,0.07999999999999996,0.032550172939576516,0.49276157822515176,nan,nan,nan,nan,nan,0.9916576774158353,0.885604,posterior separates from random
CIFAR HeadLap,scale=1.0e-06,head,posterior-chain,5,5,5,5,0.7067487105858894,0.02478084208135699,0.7067878422882515,0.024181441702714385,-3.913170236220509e-05,-0.001169705266614171,0.0010914418618897608,3,2,0,0.6,0.52,0.20000000000000007,1.0,0.0010761564056707138,0.000789856792197341,nan,nan,nan,nan,nan,0.9916576774158353,0.885604,practically tied to control
CIFAR HeadLap,scale=1.0e-06,head,posterior-rewind,5,5,5,5,0.7067487105858894,0.02478084208135699,0.7191381461372003,0.013062265738067852,-0.012389435551310956,-0.034684268780085833,0.009905397677463922,1,4,0,0.2,0.32,0.6,0.32000000000000006,0.013069487419350788,0.15562487003930592,nan,nan,nan,nan,nan,0.9916576774158353,0.885604,control closer to ticket
CIFAR Hess16SubHMC,step=3.0e-04,global,posterior-random,5,5,5,5,0.14680198440670414,0.0023066493432624606,0.09168450164139016,4.625468259736907e-05,0.05511748276531397,0.053076193535509866,0.05715877199511807,5,0,0,1.0,1.0,1.0,0.0,0.055117482765313974,0.8442464582370397,nan,nan,nan,nan,nan,0.9994495943725,0.88812,posterior separates from random
CIFAR Hess16SubHMC,step=3.0e-04,global,posterior-chain,5,5,5,5,0.14680198440670414,0.0023066493432624606,0.14681841373016546,0.0023253632840831854,-1.6429323461347735e-05,-5.477644450241492e-05,2.1917797579719453e-05,2,3,0,0.4,0.48,0.20000000000000007,1.0,3.753384793414028e-05,3.216876785350209e-05,nan,nan,nan,nan,nan,0.9994495943725,0.88812,practically tied to control
CIFAR Hess16SubHMC,step=3.0e-04,global,posterior-dense,5,5,5,5,0.14680198440670414,0.0023066493432624606,0.14681841373016546,0.0023253632840831854,-1.6429323461347735e-05,-5.477644450241492e-05,2.1917797579719453e-05,2,3,0,0.4,0.48,0.20000000000000007,1.0,3.753384793414028e-05,3.216876785350209e-05,nan,nan,nan,nan,nan,0.9994495943725,0.88812,practically tied to control
CIFAR Hess16SubHMC,step=3.0e-04,global,posterior-rewind,5,5,5,5,0.14680198440670414,0.0023066493432624606,0.17993557221787607,0.0020678328834626237,-0.033133587811171934,-0.034728914403931756,-0.03153826121841211,0,5,0,0.0,0.0,1.0,0.0,0.033133587811171934,0.9051004050274951,nan,nan,nan,nan,nan,0.9994495943725,0.88812,control closer to ticket
CIFAR Hess32SubHMC,step=3.0e-04,global,posterior-random,5,5,5,5,0.1461442578748106,0.003783199935142397,0.09168136768750684,0.0001098371572347377,0.05446289018730377,0.05121673815848403,0.05770904221612351,5,0,0,1.0,1.0,1.0,0.0,0.05446289018730377,0.8770115441259807,nan,nan,nan,nan,nan,0.9993061995255234,0.8872466666666666,posterior separates from random
CIFAR Hess32SubHMC,step=3.0e-04,global,posterior-chain,5,5,5,5,0.1461442578748106,0.003783199935142397,0.14610872596362334,0.0037930095186957174,3.553191118727539e-05,3.857982609317406e-06,6.720583976523338e-05,4,1,0,0.8,0.56,0.20000000000000007,1.0,3.747332461870312e-05,2.5203355155101193e-05,nan,nan,nan,nan,nan,0.9993061995255234,0.8872466666666666,practically tied to control
CIFAR Hess32SubHMC,step=3.0e-04,global,posterior-dense,5,5,5,5,0.1461442578748106,0.003783199935142397,0.14610872596362334,0.0037930095186957174,3.553191118727539e-05,3.857982609317406e-06,6.720583976523338e-05,4,1,0,0.8,0.56,0.20000000000000007,1.0,3.747332461870312e-05,2.5203355155101193e-05,nan,nan,nan,nan,nan,0.9993061995255234,0.8872466666666666,practically tied to control
CIFAR Hess32SubHMC,step=3.0e-04,global,posterior-rewind,5,5,5,5,0.1461442578748106,0.003783199935142397,0.17875702103145866,0.0043205502591171716,-0.032612763156648045,-0.03526353457498091,-0.029961991738315177,0,5,0,0.0,0.0,1.0,0.0,0.032612763156648045,1.087021974855332,nan,nan,nan,nan,nan,0.9993061995255234,0.8872466666666666,control closer to ticket
CIFAR HessSubHMC,step=3.0e-04,global,posterior-random,5,5,5,5,0.14713158768778514,0.0027989145573717716,0.09163344205112028,0.00018516658527102897,0.05549814563666487,0.05299169606872093,0.058004595204608815,5,0,0,1.0,1.0,1.0,0.0,0.05549814563666487,0.8663207331601761,nan,nan,nan,nan,nan,0.9998928223986383,0.886516,posterior separates from random
CIFAR HessSubHMC,step=3.0e-04,global,posterior-chain,5,5,5,5,0.14713158768778514,0.0027989145573717716,0.14712928925477758,0.002802463974401838,2.298433007563716e-06,-7.093123571705402e-06,1.1689989586832835e-05,2,2,1,0.4,0.48,0.20000000000000007,1.0,8.10165930040796e-06,1.6715278416956636e-06,nan,nan,nan,nan,nan,0.9998928223986383,0.886516,practically tied to control
CIFAR HessSubHMC,step=3.0e-04,global,posterior-dense,5,5,5,5,0.14713158768778514,0.0027989145573717716,0.14712928925477758,0.002802463974401838,2.298433007563716e-06,-7.093123571705402e-06,1.1689989586832835e-05,2,2,1,0.4,0.48,0.20000000000000007,1.0,8.10165930040796e-06,1.6715278416956636e-06,nan,nan,nan,nan,nan,0.9998928223986383,0.886516,practically tied to control
CIFAR HessSubHMC,step=3.0e-04,global,posterior-rewind,5,5,5,5,0.14713158768778514,0.0027989145573717716,0.18100250123280154,0.003390745023557389,-0.03387091354501638,-0.035085427509106634,-0.03265639958092613,0,5,0,0.0,0.0,1.0,0.0,0.03387091354501639,0.9838221413138983,nan,nan,nan,nan,nan,0.9998928223986383,0.886516,control closer to ticket
CIFAR KFACLap movement,scale=1.0e-02,global,posterior-random,5,5,5,5,0.13025264374319298,0.0016169669891633958,0.09171907851735829,9.087677447602486e-05,0.0385335652258347,0.037069424182384555,0.03999770626928484,5,0,0,1.0,1.0,1.0,0.0,0.0385335652258347,0.832615649075565,nan,nan,nan,nan,nan,0.4858577829751072,0.869454,posterior separates from random
CIFAR KFACLap movement,scale=1.0e-02,global,posterior-chain,5,5,5,5,0.13025264374319298,0.0016169669891633958,0.1456413997495639,0.0024322082442897,-0.015388756006370907,-0.016471328970929996,-0.014306183041811818,0,5,0,0.0,0.0,1.0,0.0,0.015388756006370907,1.0671868126100348,nan,nan,nan,nan,nan,0.4858577829751072,0.869454,control closer to ticket
CIFAR KFACLap movement,scale=1.0e-02,global,posterior-dense,5,5,5,5,0.13025264374319298,0.0016169669891633958,0.1456413997495639,0.0024322082442897,-0.015388756006370907,-0.016471328970929996,-0.014306183041811818,0,5,0,0.0,0.0,1.0,0.0,0.015388756006370907,1.0671868126100348,nan,nan,nan,nan,nan,0.4858577829751072,0.869454,control closer to ticket
CIFAR KFACLap movement,scale=1.0e-02,global,posterior-rewind,5,5,5,5,0.13025264374319298,0.0016169669891633958,0.1775057085964201,0.0034785274223601025,-0.0472530648532271,-0.04932676165923068,-0.045179368047223514,0,5,0,0.0,0.0,1.0,0.0,0.047253064853227104,0.9278395858920494,nan,nan,nan,nan,nan,0.4858577829751072,0.869454,control closer to ticket
CIFAR KFACLap movement,scale=1.0e-03,global,posterior-random,5,5,5,5,0.14408255501683323,0.002004368153887154,0.09172015466276105,7.869525201024708e-05,0.05236240035407217,0.05055294958512714,0.0541718511230172,5,0,0,1.0,1.0,1.0,0.0,0.05236240035407217,0.8336830077198678,nan,nan,nan,nan,nan,0.8015690189707867,0.8838619999999999,posterior separates from random
CIFAR KFACLap movement,scale=1.0e-03,global,posterior-chain,5,5,5,5,0.14408255501683323,0.002004368153887154,0.1456413997495639,0.0024322082442897,-0.0015588447327306743,-0.0022258986188641795,-0.000891790846597169,0,5,0,0.0,0.28,0.6,0.32000000000000006,0.001558844732730674,0.09237032426233927,nan,nan,nan,nan,nan,0.8015690189707867,0.8838619999999999,practically tied to control
CIFAR KFACLap movement,scale=1.0e-03,global,posterior-dense,5,5,5,5,0.14408255501683323,0.002004368153887154,0.1456413997495639,0.0024322082442897,-0.0015588447327306743,-0.0022258986188641795,-0.000891790846597169,0,5,0,0.0,0.28,0.6,0.32000000000000006,0.001558844732730674,0.09237032426233927,nan,nan,nan,nan,nan,0.8015690189707867,0.8838619999999999,practically tied to control
CIFAR KFACLap movement,scale=1.0e-03,global,posterior-rewind,5,5,5,5,0.14408255501683323,0.002004368153887154,0.1775057085964201,0.0034785274223601025,-0.03342315357958687,-0.035507645078722096,-0.03133866208045164,0,5,0,0.0,0.0,1.0,0.0,0.03342315357958687,1.0039719775568088,nan,nan,nan,nan,nan,0.8015690189707867,0.8838619999999999,control closer to ticket
CIFAR KFACLap movement,scale=1.0e-04,global,posterior-random,5,5,5,5,0.14561976529176163,0.002237972888647824,0.09172018917109412,7.325003444573688e-05,0.053899576120667515,0.05187978464962608,0.05591936759170895,5,0,0,1.0,1.0,1.0,0.0,0.05389957612066752,0.8370808021457876,nan,nan,nan,nan,nan,0.9333607781325755,0.885446,posterior separates from random
CIFAR KFACLap movement,scale=1.0e-04,global,posterior-chain,5,5,5,5,0.14561976529176163,0.002237972888647824,0.1456413997495639,0.0024322082442897,-2.163445780225537e-05,-0.0002678312784755896,0.00022456236287107884,3,2,0,0.6,0.52,0.20000000000000007,1.0,0.00020764930226334631,0.0020849992249254434,nan,nan,nan,nan,nan,0.9333607781325755,0.885446,practically tied to control
CIFAR KFACLap movement,scale=1.0e-04,global,posterior-dense,5,5,5,5,0.14561976529176163,0.002237972888647824,0.1456413997495639,0.0024322082442897,-2.163445780225537e-05,-0.0002678312784755896,0.00022456236287107884,3,2,0,0.6,0.52,0.20000000000000007,1.0,0.00020764930226334631,0.0020849992249254434,nan,nan,nan,nan,nan,0.9333607781325755,0.885446,practically tied to control
CIFAR KFACLap movement,scale=1.0e-04,global,posterior-rewind,5,5,5,5,0.14561976529176163,0.002237972888647824,0.1775057085964201,0.0034785274223601025,-0.03188594330465845,-0.03413350109092283,-0.029638385518394074,0,5,0,0.0,0.0,1.0,0.0,0.03188594330465845,1.0021373004990024,nan,nan,nan,nan,nan,0.9333607781325755,0.885446,control closer to ticket
CIFAR KFACLap movement,scale=1.0e-10,global,posterior-random,5,5,5,5,0.1456425668081794,0.002436299006171766,0.0917155510513301,7.916138949856427e-05,0.053927015756849314,0.05172466121476355,0.056129370298935076,5,0,0,1.0,1.0,1.0,0.0,0.053927015756849314,0.8376879825160437,nan,nan,nan,nan,nan,0.9999393817858748,0.886066,posterior separates from random
CIFAR KFACLap movement,scale=1.0e-10,global,posterior-chain,5,5,5,5,0.1456425668081794,0.002436299006171766,0.1456413997495639,0.0024322082442897,1.1670586155254625e-06,-3.5120698562916323e-06,5.846187087342557e-06,2,2,1,0.4,0.48,0.20000000000000007,1.0,4.038917169812973e-06,1.0972673489817453e-06,nan,nan,nan,nan,nan,0.9999393817858748,0.886066,practically tied to control
