seed,dense_accuracy,imp_accuracy,imp_sparsity,posterior_jaccard_mean,random_jaccard_mean,posterior_minus_random_jaccard,jaccard_cohens_d,mannwhitney_greater_pvalue,dense_magnitude_to_imp_jaccard,initial_magnitude_to_imp_jaccard,posterior_to_dense_magnitude_jaccard_mean,posterior_to_chain_start_magnitude_jaccard_mean,chain_start_magnitude_to_imp_jaccard_mean,state_num_clusters,function_num_clusters,sgld_sample_accuracy_mean,sgld_sample_to_dense_prediction_agreement_mean,sgld_sample_to_imp_prediction_agreement_mean,sgld_chains,sgld_chain_start_accuracy_mean,dense_imp_linear_barrier,dense_sample_linear_barrier_mean,imp_sample_linear_barrier_mean
0.0,0.937,0.9385,0.25,0.6052282803903591,0.5997862145887354,0.005442065801623763,6.510748804298124,0.00014565187361383457,0.8949111990429741,0.7595112468758678,0.6056036427189758,0.9915868881540683,0.6050042019741225,1.0,1.0,0.9370666666666666,0.9556166728337606,0.9620500107606252,2.0,0.9369000000000001,0.0,0.923073355293274,0.8934477479934693
