run,dataset,model,posterior_sampler,comparison,left_count,right_count,layer_ks_pvalue,layer_mmd_rbf,layer_sliced_wasserstein,hamming_overlap,hamming_cross_mean,logit_cka_hungarian_mean,hungarian_cost,activation_cka_hungarian_mean,activation_hungarian_cost,passes_layer_ks,passes_hamming_overlap,passes_logit_cka,passes_hungarian_cost,passes_activation_cka,passes_activation_hungarian_cost
runs/fake_cifar10_mode_ticket_distribution_activation_smoke/20260506_001323,fake-cifar10,resnet20,sgld,posterior_samples_vs_tickets,4,2,0.9999999999999957,0.003898823165421339,0.00260754281656524,0.6666666666666666,0.2094910109736166,0.9110240955061623,0.08897590449383774,0.9353756740751253,0.0646243259248746,True,False,True,True,True,True
runs/fake_cifar10_mode_ticket_distribution_activation_smoke/20260506_001323,fake-cifar10,resnet20,sgld,posterior_modes_vs_tickets,1,2,0.999999827749951,0.21937778588262624,0.018139253233352172,nan,0.20989960308195188,0.9203521777015696,0.07964782229843037,0.937585778380009,0.062414221619990995,True,False,True,True,True,True
