base_source,variant,alpha,runs,rows,trained_accuracy_mean,trained_accuracy_std,trained_accuracy_ci95,trained_accuracy_n,accuracy_minus_imp_mean,accuracy_minus_imp_std,accuracy_minus_imp_ci95,accuracy_minus_imp_n,accuracy_minus_dense_mean,accuracy_minus_dense_std,accuracy_minus_dense_ci95,accuracy_minus_dense_n,mask_to_imp_jaccard_mean,mask_to_imp_jaccard_std,mask_to_imp_jaccard_ci95,mask_to_imp_jaccard_n,mask_to_base_jaccard_mean,mask_to_base_jaccard_std,mask_to_base_jaccard_ci95,mask_to_base_jaccard_n,swap_count_mean,swap_count_std,swap_count_ci95,swap_count_n,predictor_auc_mean,predictor_auc_std,predictor_auc_ci95,predictor_auc_n,predictor_topk_recall_mean,predictor_topk_recall_std,predictor_topk_recall_ci95,predictor_topk_recall_n,predictor_topk_precision_mean,predictor_topk_precision_std,predictor_topk_precision_ci95,predictor_topk_precision_n,predictor_baseline_precision_mean,predictor_baseline_precision_std,predictor_baseline_precision_ci95,predictor_baseline_precision_n,added_imp_only_hits_mean,added_imp_only_hits_std,added_imp_only_hits_ci95,added_imp_only_hits_n,added_imp_only_precision_mean,added_imp_only_precision_std,added_imp_only_precision_ci95,added_imp_only_precision_n
epoch_2,base,0.0,1,1,0.11328125,0.0,0.0,1,0.0,0.0,0.0,1,0.017578125,0.0,0.0,1,0.9840129737647458,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,1,0.8806092096372913,0.0,0.0,1,,,,0,,,,0,0.019564414396882057,0.0,0.0,1,0.0,0.0,0.0,1,,,,0
epoch_2,heldout_predictor_residual,0.5,1,1,0.09375,0.0,0.0,1,-0.01953125,0.0,0.0,1,-0.001953125,0.0,0.0,1,0.9853423861548367,0.0,0.0,1,0.9919744105551208,0.0,0.0,1,764.0,0.0,0.0,1,0.8806092096372913,0.0,0.0,1,0.4025157232704403,0.0,0.0,1,0.16753926701570682,0.0,0.0,1,0.019564414913252122,0.0,0.0,1,128.0,0.0,0.0,1,0.16753926701570682,0.0,0.0,1
epoch_2,heldout_random_residual,0.5,1,1,0.10546875,0.0,0.0,1,-0.0078125,0.0,0.0,1,0.009765625,0.0,0.0,1,0.9841894338122195,0.0,0.0,1,0.9919744105551208,0.0,0.0,1,764.0,0.0,0.0,1,0.8806092096372913,0.0,0.0,1,,,,0,,,,0,0.019564414396882057,0.0,0.0,1,17.0,0.0,0.0,1,0.02225130890052356,0.0,0.0,1
epoch_2,oracle_imp_residual,0.5,1,1,0.09375,0.0,0.0,1,-0.01953125,0.0,0.0,1,-0.001953125,0.0,0.0,1,0.9919744105551208,0.0,0.0,1,0.9919744105551208,0.0,0.0,1,764.0,0.0,0.0,1,,,,0,,,,0,,,,0,,,,0,764.0,0.0,0.0,1,1.0,0.0,0.0,1
traj_rms_abs,base,0.0,1,1,0.107421875,0.0,0.0,1,-0.005859375,0.0,0.0,1,0.01171875,0.0,0.0,1,0.9803042091137416,0.0,0.0,1,1.0,0.0,0.0,1,0.0,0.0,0.0,1,0.8744670004512525,0.0,0.0,1,,,,0,,,,0,0.02344038337469101,0.0,0.0,1,0.0,0.0,0.0,1,,,,0
traj_rms_abs,heldout_predictor_residual,0.5,1,1,0.09765625,0.0,0.0,1,-0.015625,0.0,0.0,1,0.001953125,0.0,0.0,1,0.9820118318456424,0.0,0.0,1,0.9901033740882615,0.0,0.0,1,943.0,0.0,0.0,1,0.8744670004512525,0.0,0.0,1,0.4330708661417323,0.0,0.0,1,0.17497348886532343,0.0,0.0,1,0.023440383905500184,0.0,0.0,1,165.0,0.0,0.0,1,0.17497348886532343,0.0,0.0,1
traj_rms_abs,heldout_random_residual,0.5,1,1,0.109375,0.0,0.0,1,-0.00390625,0.0,0.0,1,0.013671875,0.0,0.0,1,0.9805524077101034,0.0,0.0,1,0.9901033740882615,0.0,0.0,1,943.0,0.0,0.0,1,0.8744670004512525,0.0,0.0,1,,,,0,,,,0,0.02344038337469101,0.0,0.0,1,24.0,0.0,0.0,1,0.02545068928950159,0.0,0.0,1
traj_rms_abs,oracle_imp_residual,0.5,1,1,0.09375,0.0,0.0,1,-0.01953125,0.0,0.0,1,-0.001953125,0.0,0.0,1,0.9901033740882615,0.0,0.0,1,0.9901033740882615,0.0,0.0,1,943.0,0.0,0.0,1,,,,0,,,,0,,,,0,,,,0,943.0,0.0,0.0,1,1.0,0.0,0.0,1
