label,num_runs,dense_acc,imp_acc,sparsity,posterior,random,posterior_minus_random,chain_start,posterior_minus_chain_start,posterior_to_chain_start,dense_magnitude,rewind_magnitude,dense_minus_posterior,snip,synflow,gate1_passed
r5_p0p3,5,0.8859400000000001,0.8968999999999999,0.8319318114700845,0.13608229802578684,0.09181202951890886,0.04427026850687797,0.13613608955119308,-5.379152540624377e-05,0.9265466136684999,0.14630050927709218,0.17864288959097402,0.010218211251305342,0.13684398758519256,0.17302358267644652,False
