run,dataset,model,posterior_sampler,comparison,posterior_num_clusters,posterior_largest_cluster_fraction,posterior_cluster_entropy_nats,posterior_cluster_entropy_normalized,posterior_effective_cluster_count,left_count,right_count,layer_ks_pvalue,layer_mmd_rbf,layer_sliced_wasserstein,hamming_overlap,hamming_cross_mean,logit_cka_hungarian_mean,hungarian_cost,activation_cka_hungarian_mean,activation_hungarian_cost,passes_layer_ks,passes_hamming_overlap,passes_logit_cka,passes_hungarian_cost,passes_activation_cka,passes_activation_hungarian_cost
runs/cifar10_resnet20_long30_rewind1_mode_ticket_distribution_lowrank128_laplace_replication_s5to9_p0p3/20260610_205459,cifar10,resnet20,lowrank-laplace,chain_start_magnitude_vs_tickets,1,1.0,0.0,0.0,1.0,5,5,9.015623370506448e-05,0.9560805020500227,0.07581283981777218,0.0,0.24667798712421,0.9394604830870128,0.06053951691298733,0.9217291855688254,0.0782708144311747,False,False,True,True,True,True
runs/cifar10_resnet20_long30_rewind1_mode_ticket_distribution_lowrank128_laplace_replication_s5to9_p0p3/20260610_205459,cifar10,resnet20,lowrank-laplace,posterior_samples_vs_tickets,1,1.0,0.0,0.0,1.0,50,5,1.4766272239773847e-06,1.3455482964716516,0.057572526036250224,0.7485714285714286,0.2520756747977083,0.9338127920113035,0.06618720798869648,0.9122052701401305,0.08779472985986939,False,True,True,True,True,True
runs/cifar10_resnet20_long30_rewind1_mode_ticket_distribution_lowrank128_laplace_replication_s5to9_p0p3/20260610_205459,cifar10,resnet20,lowrank-laplace,posterior_modes_vs_tickets,1,1.0,0.0,0.0,1.0,1,5,0.0412618133452181,1.72828971916955,0.06775415936784221,nan,0.2509804500620164,0.9333343519896689,0.06666564801033115,0.9107181973977859,0.08928180260221408,False,False,True,True,True,True
