full_laplace_scale,num_runs,dense_accuracy,dense_accuracy_std,dense_accuracy_ci95_low,dense_accuracy_ci95_high,imp_accuracy,imp_accuracy_std,imp_accuracy_ci95_low,imp_accuracy_ci95_high,imp_sparsity,imp_sparsity_std,imp_sparsity_ci95_low,imp_sparsity_ci95_high,parameter_count,parameter_count_std,parameter_count_ci95_low,parameter_count_ci95_high,weight_parameter_count,weight_parameter_count_std,weight_parameter_count_ci95_low,weight_parameter_count_ci95_high,examples_seen,examples_seen_std,examples_seen_ci95_low,examples_seen_ci95_high,posterior_jaccard_mean,posterior_jaccard_mean_std,posterior_jaccard_mean_ci95_low,posterior_jaccard_mean_ci95_high,chain_start_magnitude_to_imp_jaccard,chain_start_magnitude_to_imp_jaccard_std,chain_start_magnitude_to_imp_jaccard_ci95_low,chain_start_magnitude_to_imp_jaccard_ci95_high,posterior_minus_chain_start_jaccard,posterior_minus_chain_start_jaccard_std,posterior_minus_chain_start_jaccard_ci95_low,posterior_minus_chain_start_jaccard_ci95_high,posterior_to_chain_start_magnitude_jaccard_mean,posterior_to_chain_start_magnitude_jaccard_mean_std,posterior_to_chain_start_magnitude_jaccard_mean_ci95_low,posterior_to_chain_start_magnitude_jaccard_mean_ci95_high,initial_magnitude_to_imp_jaccard,initial_magnitude_to_imp_jaccard_std,initial_magnitude_to_imp_jaccard_ci95_low,initial_magnitude_to_imp_jaccard_ci95_high,rewind_magnitude_to_imp_jaccard,rewind_magnitude_to_imp_jaccard_std,rewind_magnitude_to_imp_jaccard_ci95_low,rewind_magnitude_to_imp_jaccard_ci95_high,sample_accuracy_mean,sample_accuracy_mean_std,sample_accuracy_mean_ci95_low,sample_accuracy_mean_ci95_high,sample_to_dense_prediction_agreement_mean,sample_to_dense_prediction_agreement_mean_std,sample_to_dense_prediction_agreement_mean_ci95_low,sample_to_dense_prediction_agreement_mean_ci95_high,sample_to_imp_prediction_agreement_mean,sample_to_imp_prediction_agreement_mean_std,sample_to_imp_prediction_agreement_mean_ci95_low,sample_to_imp_prediction_agreement_mean_ci95_high
1e-05,5.0,0.09375,0.07967217989988726,-0.005160218127350208,0.1926602181273502,0.09375,0.07967217989988726,-0.005160218127350208,0.1926602181273502,0.2997323818019625,0.0,0.2997323818019625,0.2997323818019625,1229.0,0.0,1229.0,1229.0,1121.0,0.0,1121.0,1121.0,16.0,0.0,16.0,16.0,0.8239440062497311,0.006449884829585055,0.8159367003596176,0.8319513121398445,0.9763725742291104,0.009706278600597236,0.9643225696378432,0.9884225788203775,-0.15242856797937926,0.011572762958323528,-0.16679574746388987,-0.13806138849486865,0.8298904970121853,0.006869718270210641,0.8213619826244305,0.8384190113999401,0.9714809376536261,0.016417966474620575,0.9510986078711,0.9918632674361522,nan,0.0,nan,nan,0.09375,0.07967217989988726,-0.005160218127350208,0.1926602181273502,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
0.001,5.0,0.09375,0.07967217989988726,-0.005160218127350208,0.1926602181273502,0.09375,0.07967217989988726,-0.005160218127350208,0.1926602181273502,0.2997323818019625,0.0,0.2997323818019625,0.2997323818019625,1229.0,0.0,1229.0,1229.0,1121.0,0.0,1121.0,1121.0,16.0,0.0,16.0,16.0,0.5391804049514923,0.006036356967004816,0.5316864794049435,0.5466743304980411,0.9763725742291104,0.009706278600597236,0.9643225696378432,0.9884225788203775,-0.437192169277618,0.013504456480405881,-0.45395747854675905,-0.42042686000847695,0.5397761094166078,0.006919877558254276,0.5311853240312759,0.5483668948019397,0.9714809376536261,0.016417966474620575,0.9510986078711,0.9918632674361522,nan,0.0,nan,nan,0.06875,0.047649845881177835,0.009594386889323854,0.12790561311067616,0.221875,0.43755580001298117,-0.3213351854945284,0.7650851854945284,0.221875,0.43755580001298117,-0.3213351854945284,0.7650851854945284
