label,num_runs,dense_acc,imp_acc,sparsity,posterior,random,posterior_minus_random,chain_start,posterior_minus_chain_start,posterior_to_chain_start,dense_magnitude,rewind_magnitude,dense_minus_posterior,snip,synflow,gate1_passed
r2_p0p3,5,0.7544444444444445,0.7738888888888888,0.5101351351351351,0.4135686917139725,0.3254242932075096,0.08814439850646288,0.873568024307993,-0.4599993325940205,0.4094605148315071,0.873568024307993,nan,0.4599993325940205,nan,nan,False
