run,accept,hmc_jaccard,random,dense,hmc_to_dense,clusters,energy_first,energy_last
digits_hmc_eps_1e-4,1.0,0.8867972418461016,0.3277545639811727,0.8892508143322475,0.9890316810243374,1.0,962.871826171875,963.2134399414062
digits_hmc_eps_2e-4,1.0,0.8843436693599559,0.3277545639811727,0.8892508143322475,0.9741448589616908,1.0,962.7505493164062,963.1107177734375
digits_hmc_eps_2e-5,1.0,0.8892508143322475,0.3277545639811727,0.8892508143322475,1.0,1.0,962.955322265625,963.0488891601562
digits_hmc_eps_5e-5,1.0,0.8892508143322475,0.3277545639811727,0.8892508143322475,0.9986254295532646,1.0,962.9254150390625,963.1351318359375
