base_source,unit,runs,rows,imp_only_share_mean,imp_only_share_std,imp_only_share_ci95,imp_only_share_n,base_only_share_mean,base_only_share_std,base_only_share_ci95,base_only_share_n,imp_only_enrichment_mean,imp_only_enrichment_std,imp_only_enrichment_ci95,imp_only_enrichment_n,base_only_enrichment_mean,base_only_enrichment_std,base_only_enrichment_ci95,base_only_enrichment_n,imp_only_density_mean,imp_only_density_std,imp_only_density_ci95,imp_only_density_n,base_only_density_mean,base_only_density_std,base_only_density_ci95,base_only_density_n,base_only_pruned_round_mean_mean,base_only_pruned_round_mean_std,base_only_pruned_round_mean_ci95,base_only_pruned_round_mean_n
epoch_10,conv1.weight,5,5,0.0010284234555879715,0.00018950097325335792,0.00016610492673477608,5,0.002679172914357246,0.00022016615695592403,0.00019298414537294702,5,0.6448976861688869,0.11883114733898527,0.1041600931313516,5,1.6800398745549083,0.13806048901558327,0.12101535427071722,5,0.06712962962962964,0.013196474827536324,0.011567220192872525,5,0.17453703703703705,0.014137436559817095,0.012392009516733983,5,3.1038442611694337,0.138151698979067,0.1210953033287186,5
epoch_10,fc.weight,5,5,0.0017406713611092647,0.0001487384820726936,0.00013037502785959325,5,0.0024089830095126506,0.0003362507662089971,0.00029473679172604505,5,0.736782670373524,0.06295728099931938,0.05518448991726933,5,1.019662283351467,0.14232654306711323,0.1247547155178417,5,0.0765625,0.006720566614877054,0.00589083636888685,5,0.1059375,0.014674196102342366,0.012862499999999995,5,3.4762621402740477,0.1467776972554382,0.1286563241884653,5
epoch_10,layer1.0.conv1.weight,5,5,0.007629942839678046,0.0005106088957546863,0.0004475684307228443,5,0.019977392009804265,0.0008529587908796486,0.0007476513446578654,5,0.897101126517979,0.0600355500973791,0.05262347986505884,5,2.348869611930528,0.10028781450266185,0.08790614525279372,5,0.09322916666666667,0.0066279892947295384,0.0058096887699252055,5,0.24418402777777778,0.01420935621046552,0.012455049870019006,5,3.153305673599243,0.09029533877943052,0.07914735410037436,5
epoch_10,layer1.0.conv2.weight,5,5,0.009026249039387677,0.000605750276211723,0.0005309635276394851,5,0.0209391372672744,0.0011250574849058764,0.0009861563658190374,5,1.0612737672630053,0.07122193004542139,0.06242877421155638,5,2.461948146334881,0.13228019636764854,0.11594870437279249,5,0.11024305555555555,0.0070186465402761414,0.006152114943447658,5,0.2559895833333333,0.01767404598624546,0.015491984358979244,5,3.096549367904663,0.04468807325906255,0.03917082327957573,5
epoch_10,layer1.1.conv1.weight,5,5,0.008926696428841118,0.0006978311831756422,0.0006116760012607386,5,0.020923359192205403,0.001381774040335519,0.0012111783480240246,5,1.049568730810479,0.08204847057185277,0.0719186553982331,5,2.4600930172446507,0.1624640019230602,0.14240597646107472,5,0.10902777777777778,0.00819726697799729,0.007185221307466356,5,0.25581597222222224,0.020691793500976104,0.018137156683071802,5,3.0895768642425536,0.09265691266304346,0.08121736487753188,5
epoch_10,layer1.1.conv2.weight,5,5,0.009146115005401984,0.000508244969275441,0.00044549635780469384,5,0.0224024591864811,0.0010515772599105427,0.0009217481088071516,5,1.0753671746976456,0.059757608158350635,0.05237985301382827,5,2.634000253377163,0.12364065685795422,0.10837581409870758,5,0.11171875,0.005963737512957526,0.005227446411743915,5,0.2738715277777778,0.01750967252946554,0.015347904671541089,5,3.007923936843872,0.05775274387075574,0.05062251198340051,5
epoch_10,layer1.2.conv1.weight,5,5,0.010194725551802118,0.0012975117899922488,0.001137319229099799,5,0.0193910188501484,0.0009612372623861163,0.0008425616095908537,5,1.1986590160941781,0.15255675080804695,0.13372188797144927,5,2.279925973276823,0.11301880617680089,0.09906535147210235,5,0.12439236111111111,0.014403576542527042,0.012625291497139047,5,0.23697916666666666,0.014174180375701326,0.012424216891401375,5,3.028769683837891,0.04928634090516436,0.043201382581461,5
epoch_10,layer1.2.conv2.weight,5,5,0.00945993184261666,0.0009571749975531713,0.0008390008774696977,5,0.020464024767176403,0.0015350335100737255,0.0013455161962958638,5,1.1122646251898798,0.11254117974703295,0.09864669344749619,5,2.4060861342573867,0.18048369693790445,0.158200935551981,5,0.1154513888888889,0.010412144562408993,0.009126647108975712,5,0.25008680555555557,0.0202496170219367,0.01774957191031982,5,3.0291546821594237,0.0866132281991091,0.07591984187353258,5
epoch_10,layer2.0.conv1.weight,5,5,0.019182885199525476,0.0006721961990483532,0.0005892059469533261,5,0.03995580235422785,0.0017458417948756318,0.0015302978050704453,5,1.1277271851151591,0.03951720085447105,0.03463835377731514,5,2.3489294779841376,0.10263488690638661,0.08996344492238795,5,0.11714409722222223,0.0031982870532882885,0.0028034222069823612,5,0.24418402777777778,0.014301034157300217,0.012535409133513723,5,3.070857810974121,0.04331516947020266,0.03796742004978031,5
epoch_10,layer2.0.conv2.weight,5,5,0.03925134823411061,0.0011669098288738017,0.0010228415627819912,5,0.07193565954341555,0.0012987691151222314,0.0011384213231682993,5,1.1537579460967478,0.03430026095948322,0.030065504339343564,5,2.1144837703638344,0.038176145639122305,0.03346286705305977,5,0.1199001736111111,0.004635418698631471,0.004063123635210923,5,0.21970486111111112,0.005052510258426648,0.004428720506783949,5,2.9367095947265627,0.04443437349599021,0.03894844563246244,5
